항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,70,264,127,28,119,,330, 
  당기순이익(지배)＜당기＞,14.6,59.3,33.5,7.3,31.3,, , 
  보통주수정평균발행주식수＜당기＞,"20,914,860","22,463,471","26,394,174","26,394,174","26,394,174",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"2,864","2,756","2,906","2,817","3,091",,10, 
  자본총계(지배)＜당기＞,549.9,680.2,717.0,695.1,762.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,198,565","24,677,878","24,677,878","24,677,878","24,677,878",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,264,145,290,689,653,,-5, 
  영업활동현금흐름＜당기＞,55.2,32.6,76.6,181.8,172.4,, , 
  보통주수정평균발행주식수＜당기＞,"20,914,860","22,463,471","26,394,174","26,394,174","26,394,174",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"7,164","8,691","8,746","7,451","7,706",,3, 
  매출액＜당기＞,"1,498.3","1,952.4","2,308.5","1,966.6","2,034.0",, , 
  보통주수정평균발행주식수＜당기＞,"20,914,860","22,463,471","26,394,174","26,394,174","26,394,174",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,28.20,5.83,14.32,59.86,28.17,,-52.94, 
  보통주수정주가(기말)＜당기＞,"1,971","1,540","1,820","1,650","3,340","4,380", , 
  EPS＜당기＞,70,264,127,28,119,, , 
펼치기 PBR,0.69,0.56,0.63,0.59,1.08,,84.47, 
  보통주수정주가(기말)＜당기＞,"1,971","1,540","1,820","1,650","3,340","4,380", , 
  BPS＜당기＞,"2,864","2,756","2,906","2,817","3,091",, , 
펼치기 PCR,7.48,10.60,6.27,2.40,5.11,,113.43, 
  보통주수정주가(기말)＜당기＞,"1,971","1,540","1,820","1,650","3,340","4,380", , 
  CPS＜당기＞,264,145,290,689,653,, , 
펼치기 PSR,0.28,0.18,0.21,0.22,0.43,,95.72, 
  보통주수정주가(기말)＜당기＞,"1,971","1,540","1,820","1,650","3,340","4,380", , 
  SPS＜당기＞,"7,164","8,691","8,746","7,451","7,706",, , 
펼치기 EV/EBITDA,8.97,9.12,7.72,7.63,9.06,,18.75, 
  EV＜당기＞,"1,233.6","1,315.0","1,324.5","1,231.7","1,725.3",, , 
  EBITDA＜당기＞,137.5,144.2,171.6,161.4,190.3,, , 
펼치기 DPS,47,30,30,30,30,,0, 
  현금DPS,47,30,30,30,30,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,2.40,1.95,1.65,1.82,0.90,,-0.92, 
  현금배당성향(%),61.82,12.48,22.08,101.77,23.66,,-78.11, 
