항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,51,68,-89,83,77,,-7, 
  당기순이익(지배)＜당기＞,15.2,20.4,-26.7,25.4,25.0,, , 
  보통주수정평균발행주식수＜당기＞,"29,677,228","30,000,000","30,000,000","30,494,508","32,462,446","32,462,446", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,885,"1,045",941,"1,270","1,347",,6, 
  자본총계(지배)＜당기＞,263.7,313.5,282.3,412.4,437.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,793,308","30,000,000","30,000,000","32,462,446","32,462,446","32,462,446", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-273,282,-12,335,199,,-41, 
  영업활동현금흐름＜당기＞,-81.2,84.5,-3.5,102.3,64.7,, , 
  보통주수정평균발행주식수＜당기＞,"29,677,228","30,000,000","30,000,000","30,494,508","32,462,446","32,462,446", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,838","2,051","1,492","1,365","1,472",,8, 
  매출액＜당기＞,545.5,615.3,447.7,416.2,477.8,, , 
  보통주수정평균발행주식수＜당기＞,"29,677,228","30,000,000","30,000,000","30,494,508","32,462,446","32,462,446", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,90.74,38.67,N/A,60.53,53.60,,-11.44, 
  보통주수정주가(기말)＜당기＞,"4,640","2,628","2,300","5,040","4,130","4,155", , 
  EPS＜당기＞,51,68,-89,83,77,, , 
펼치기 PBR,5.24,2.52,2.44,3.97,3.07,,-22.73, 
  보통주수정주가(기말)＜당기＞,"4,640","2,628","2,300","5,040","4,130","4,155", , 
  BPS＜당기＞,885,"1,045",941,"1,270","1,347",, , 
펼치기 PCR,-16.97,9.33,-199.69,15.02,20.73,,38.01, 
  보통주수정주가(기말)＜당기＞,"4,640","2,628","2,300","5,040","4,130","4,155", , 
  CPS＜당기＞,-273,282,-12,335,199,, , 
펼치기 PSR,2.52,1.28,1.54,3.69,2.81,,-24.01, 
  보통주수정주가(기말)＜당기＞,"4,640","2,628","2,300","5,040","4,130","4,155", , 
  SPS＜당기＞,"1,838","2,051","1,492","1,365","1,472",, , 
펼치기 EV/EBITDA,38.53,17.38,51.03,30.77,26.97,,-12.36, 
  EV＜당기＞,"1,527.2",894.1,834.6,"1,452.1","1,153.8",, , 
  EBITDA＜당기＞,39.6,51.4,16.4,47.2,42.8,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
