항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,483,555,568,804,719,,-11, 
  당기순이익(지배)＜당기＞,442.2,502.4,513.9,715.7,636.2,, , 
  보통주수정평균발행주식수＜당기＞,"91,478,481","90,500,234","90,500,234","89,008,431","88,500,234","88,500,234", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,856","2,348","2,777","3,925","5,122",,31, 
  자본총계(지배)＜당기＞,"1,665.4","2,084.6","2,438.7","3,348.9","4,381.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"89,714,128","88,798,013","87,829,127","85,329,127","85,545,203","85,545,203", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,503,297,574,432,"1,021",,137, 
  영업활동현금흐름＜당기＞,460.3,269.2,519.3,384.1,903.4,, , 
  보통주수정평균발행주식수＜당기＞,"91,478,481","90,500,234","90,500,234","89,008,431","88,500,234","88,500,234", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,383","3,750","4,361","4,791","7,616",,59, 
  매출액＜당기＞,"3,094.4","3,393.8","3,946.5","4,264.2","6,739.8",, , 
  보통주수정평균발행주식수＜당기＞,"91,478,481","90,500,234","90,500,234","89,008,431","88,500,234","88,500,234", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,11.15,8.57,9.93,7.05,11.76,,66.70, 
  보통주수정주가(기말)＜당기＞,"5,390","4,755","5,640","5,670","8,450","6,900", , 
  EPS＜당기＞,483,555,568,804,719,, , 
펼치기 PBR,2.90,2.03,2.03,1.44,1.65,,14.19, 
  보통주수정주가(기말)＜당기＞,"5,390","4,755","5,640","5,670","8,450","6,900", , 
  BPS＜당기＞,"1,856","2,348","2,777","3,925","5,122",, , 
펼치기 PCR,10.71,15.99,9.83,13.14,8.28,,-37.00, 
  보통주수정주가(기말)＜당기＞,"5,390","4,755","5,640","5,670","8,450","6,900", , 
  CPS＜당기＞,503,297,574,432,"1,021",, , 
펼치기 PSR,1.59,1.27,1.29,1.18,1.11,,-6.25, 
  보통주수정주가(기말)＜당기＞,"5,390","4,755","5,640","5,670","8,450","6,900", , 
  SPS＜당기＞,"3,383","3,750","4,361","4,791","7,616",, , 
펼치기 EV/EBITDA,7.97,5.99,5.95,5.52,10.00,,81.02, 
  EV＜당기＞,"5,142.7","4,431.7","4,977.3","4,722.2","10,422.2",, , 
  EBITDA＜당기＞,645.6,739.7,836.4,854.7,"1,042.1",, , 
펼치기 DPS,30,40,100,120,130,,8, 
  현금DPS,30,40,100,120,130,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.56,0.84,1.77,2.12,1.54,,-0.58, 
  현금배당성향(%),6.09,7.07,17.09,14.31,17.46,,3.15, 
