항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,33,147,106,139,145,,4, 
  당기순이익(지배)＜당기＞,10.0,46.5,34.0,44.5,46.4,, , 
  보통주수정평균발행주식수＜당기＞,"30,479,960","31,586,064","31,979,960","31,979,960","31,979,960","31,979,960", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,667","2,705","2,766","2,888","3,663",,27, 
  자본총계(지배)＜당기＞,773.9,865.1,884.5,923.6,"1,171.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,021,011","31,979,960","31,979,960","31,979,960","31,979,960","31,979,960", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,104,55,90,249,418,,68, 
  영업활동현금흐름＜당기＞,31.6,17.3,28.6,79.6,133.5,, , 
  보통주수정평균발행주식수＜당기＞,"30,479,960","31,586,064","31,979,960","31,979,960","31,979,960","31,979,960", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,876","2,218","2,218","2,195","2,054",,-6, 
  매출액＜당기＞,876.6,700.6,709.2,701.8,656.7,, , 
  보통주수정평균발행주식수＜당기＞,"30,479,960","31,586,064","31,979,960","31,979,960","31,979,960","31,979,960", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,52.23,17.64,28.95,21.80,26.54,,21.76, 
  보통주수정주가(기말)＜당기＞,"1,755","2,595","3,075","3,030","3,850","4,040", , 
  EPS＜당기＞,33,147,106,139,145,, , 
펼치기 PBR,0.64,0.96,1.11,1.05,1.05,,0.18, 
  보통주수정주가(기말)＜당기＞,"1,755","2,595","3,075","3,030","3,850","4,040", , 
  BPS＜당기＞,"2,667","2,705","2,766","2,888","3,663",, , 
펼치기 PCR,16.58,47.41,34.36,12.17,9.22,,-24.23, 
  보통주수정주가(기말)＜당기＞,"1,755","2,595","3,075","3,030","3,850","4,040", , 
  CPS＜당기＞,104,55,90,249,418,, , 
펼치기 PSR,0.60,1.17,1.39,1.38,1.87,,35.79, 
  보통주수정주가(기말)＜당기＞,"1,755","2,595","3,075","3,030","3,850","4,040", , 
  SPS＜당기＞,"2,876","2,218","2,218","2,195","2,054",, , 
펼치기 EV/EBITDA,11.36,17.09,54.19,13.50,17.28,,27.94, 
  EV＜당기＞,619.8,881.2,"1,059.7",900.5,"1,016.0",, , 
  EBITDA＜당기＞,54.6,51.6,19.6,66.7,58.8,, , 
펼치기 DPS,55,35,15,15,15,,0, 
  현금DPS,55,35,15,15,15,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.20,1.35,0.49,0.50,0.39,,-0.11, 
  현금배당성향(%),159.02,24.09,14.12,10.79,10.34,,-0.45, 
