항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-583,-898,-777,12,-70,,-661, 
  당기순이익(지배)＜당기＞,-168.8,-294.2,-259.2,4.2,-23.4,, , 
  보통주수정평균발행주식수＜당기＞,"28,957,836","32,770,932","33,357,253","33,367,547","33,438,170","33,448,869", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,327","2,099","1,318","1,341","1,283",,-4, 
  자본총계(지배)＜당기＞,706.9,700.3,439.8,447.9,429.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"30,372,964","33,357,253","33,357,253","33,403,061","33,448,869","33,448,869", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-52,-464,-152,-46,-261,,-470, 
  영업활동현금흐름＜당기＞,-15.2,-152.0,-50.8,-15.3,-87.4,, , 
  보통주수정평균발행주식수＜당기＞,"28,957,836","32,770,932","33,357,253","33,367,547","33,438,170","33,448,869", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,156","1,034","1,031","1,177","1,280",,9, 
  매출액＜당기＞,334.8,338.9,343.9,392.8,427.9,, , 
  보통주수정평균발행주식수＜당기＞,"28,957,836","32,770,932","33,357,253","33,367,547","33,438,170","33,448,869", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,502.16,N/A,,-121.07, 
  보통주수정주가(기말)＜당기＞,"9,523","6,440","4,745","6,270","7,410","7,200", , 
  EPS＜당기＞,-583,-898,-777,12,-70,, , 
펼치기 PBR,4.09,3.07,3.60,4.68,5.78,,23.57, 
  보통주수정주가(기말)＜당기＞,"9,523","6,440","4,745","6,270","7,410","7,200", , 
  BPS＜당기＞,"2,327","2,099","1,318","1,341","1,283",, , 
펼치기 PCR,-181.70,-13.88,-31.19,-136.74,-28.34,,79.27, 
  보통주수정주가(기말)＜당기＞,"9,523","6,440","4,745","6,270","7,410","7,200", , 
  CPS＜당기＞,-52,-464,-152,-46,-261,, , 
펼치기 PSR,8.24,6.23,4.60,5.33,5.79,,8.71, 
  보통주수정주가(기말)＜당기＞,"9,523","6,440","4,745","6,270","7,410","7,200", , 
  SPS＜당기＞,"1,156","1,034","1,031","1,177","1,280",, , 
펼치기 EV/EBITDA,327.49,-61.15,-41.63,175.58,-294.57,,-267.77, 
  EV＜당기＞,"2,832.0","2,027.6","1,517.7","2,039.8","2,458.1",, , 
  EBITDA＜당기＞,8.6,-33.2,-36.5,11.6,-8.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
