항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-7,321","-4,973",-542,-997,-681,,32, 
  당기순이익(지배)＜당기＞,-273.2,-241.7,-32.0,-97.6,-83.6,, , 
  보통주수정평균발행주식수＜당기＞,"3,731,050","4,861,012","5,907,241","9,791,158","12,272,111","13,333,506", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,567","5,325","4,708","2,222","1,495",,-33, 
  자본총계(지배)＜당기＞,141.7,300.9,308.9,253.1,199.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"3,972,126","5,650,560","6,560,396","11,391,194","13,328,239","13,328,239", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-2,952","-2,261",57,"-1,100",-126,,89, 
  영업활동현금흐름＜당기＞,-110.1,-109.9,3.4,-107.7,-15.5,, , 
  보통주수정평균발행주식수＜당기＞,"3,731,050","4,861,012","5,907,241","9,791,158","12,272,111","13,333,506", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,069","2,490","1,532",652,"1,359",,109, 
  매출액＜당기＞,151.8,121.0,90.5,63.8,166.8,, , 
  보통주수정평균발행주식수＜당기＞,"3,731,050","4,861,012","5,907,241","9,791,158","12,272,111","13,333,506", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-46.30, 
  보통주수정주가(기말)＜당기＞,"1,070",864,174,"3,320","3,320","3,320", , 
  EPS＜당기＞,"-7,321","-4,973",-542,-997,-681,, , 
펼치기 PBR,6.00,3.25,0.74,1.49,2.22,,48.68, 
  보통주수정주가(기말)＜당기＞,"1,070",864,174,"3,320","3,320","3,320", , 
  BPS＜당기＞,"3,567","5,325","4,708","2,222","1,495",, , 
펼치기 PCR,-7.25,-7.64,61.22,-3.02,-26.36,,-773.47, 
  보통주수정주가(기말)＜당기＞,"1,070",864,174,"3,320","3,320","3,320", , 
  CPS＜당기＞,"-2,952","-2,261",57,"-1,100",-126,, , 
펼치기 PSR,5.26,6.94,2.27,5.09,2.44,,-52.04, 
  보통주수정주가(기말)＜당기＞,"1,070",864,174,"3,320","3,320","3,320", , 
  SPS＜당기＞,"4,069","2,490","1,532",652,"1,359",, , 
펼치기 EV/EBITDA,-6.06,-24.80,44.97,-7.80,-6.61,,15.20, 
  EV＜당기＞,908.5,"1,023.5",235.9,291.2,243.5,, , 
  EBITDA＜당기＞,-149.8,-41.3,5.2,-37.4,-36.8,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
