항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-571,-291,216,-49,-42,822,13,"2,034"
  당기순이익(지배)＜당기＞,-163.2,-83.3,61.7,-13.9,-12.2,235.0, , 
  보통주수정평균발행주식수＜당기＞,"28,600,000","28,600,000","28,600,000","28,600,000","28,600,000","28,600,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"16,126","15,612","15,728","15,653","15,557",,-1, 
  자본총계(지배)＜당기＞,"4,503.6","4,360.3","4,392.6","4,371.7","4,344.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"27,928,547","27,928,547","27,928,547","27,928,547","27,928,547",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,373,-792,558,20,273,962,"1,295",253
  영업활동현금흐름＜당기＞,106.5,-226.6,159.5,5.6,77.9,-60.0, , 
  보통주수정평균발행주식수＜당기＞,"28,600,000","28,600,000","28,600,000","28,600,000","28,600,000","28,600,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,096","5,941","7,076","6,320","4,787","6,476",-24,35
  매출액＜당기＞,"1,457.5","1,699.1","2,023.7","1,807.6","1,369.2","1,852.0", , 
  보통주수정평균발행주식수＜당기＞,"28,600,000","28,600,000","28,600,000","28,600,000","28,600,000","28,600,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,48.00,N/A,N/A,12.35,-24.72,106.58
  보통주수정주가(기말)＜당기＞,"9,980","11,400","10,350","7,320","7,980","10,150", , 
  EPS＜당기＞,-571,-291,216,-49,-42,822, , 
펼치기 PBR,0.62,0.73,0.66,0.47,0.51,,9.69, 
  보통주수정주가(기말)＜당기＞,"9,980","11,400","10,350","7,320","7,980","10,150", , 
  BPS＜당기＞,"16,126","15,612","15,728","15,653","15,557",, , 
펼치기 PCR,26.79,-14.39,18.56,374.60,29.28,10.56,-92.18,-63.95
  보통주수정주가(기말)＜당기＞,"9,980","11,400","10,350","7,320","7,980","10,150", , 
  CPS＜당기＞,373,-792,558,20,273,962, , 
펼치기 PSR,1.96,1.92,1.46,1.16,1.67,1.57,43.92,-5.96
  보통주수정주가(기말)＜당기＞,"9,980","11,400","10,350","7,320","7,980","10,150", , 
  SPS＜당기＞,"5,096","5,941","7,076","6,320","4,787","6,476", , 
펼치기 EV/EBITDA,-14.53,-26.49,23.45,38.14,-47.64,23.53,-224.89,149.39
  EV＜당기＞,"2,183.2","2,904.9","2,498.6","1,844.1","1,979.0","2,352.9", , 
  EBITDA＜당기＞,-150.3,-109.7,106.5,48.3,-41.5,100.0, , 
펼치기 DPS,100,100,100,100,100,,0, 
  현금DPS,100,100,100,100,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.00,0.88,0.97,1.37,1.25,0.99,-0.11,-0.27
  현금배당성향(%),-17.11,-27.16,45.28,-200.91,-229.86,12.17,-28.94,242.03
