항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,134,-11,-671,"-3,591",-156,,96, 
  당기순이익(지배)＜당기＞,6.9,-0.7,-50.7,-381.1,-61.8,, , 
  보통주수정평균발행주식수＜당기＞,"5,109,788","6,319,505","7,559,166","10,613,830","39,666,877","49,045,134", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,477","3,472","8,234",544,772,,42, 
  자본총계(지배)＜당기＞,219.7,219.4,624.4,59.9,378.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,319,506","6,319,506","7,583,406","11,010,318","49,045,134","49,045,134", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-601,632,"-1,117",374,-167,,-145, 
  영업활동현금흐름＜당기＞,-30.7,39.9,-84.4,39.7,-66.3,, , 
  보통주수정평균발행주식수＜당기＞,"5,109,788","6,319,505","7,559,166","10,613,830","39,666,877","49,045,134", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,308","3,701","3,303","3,247",489,,-85, 
  매출액＜당기＞,271.2,233.9,249.6,344.7,193.9,, , 
  보통주수정평균발행주식수＜당기＞,"5,109,788","6,319,505","7,559,166","10,613,830","39,666,877","49,045,134", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,45.79,N/A,N/A,N/A,N/A,,"-2,205.77", 
  보통주수정주가(기말)＜당기＞,"6,140","15,300","8,080","4,555","4,555","4,555", , 
  EPS＜당기＞,134,-11,-671,"-3,591",-156,, , 
펼치기 PBR,1.77,4.41,0.98,8.38,5.90,,-29.52, 
  보통주수정주가(기말)＜당기＞,"6,140","15,300","8,080","4,555","4,555","4,555", , 
  BPS＜당기＞,"3,477","3,472","8,234",544,772,, , 
펼치기 PCR,-10.22,24.22,-7.23,12.19,-27.24,,-323.53, 
  보통주수정주가(기말)＜당기＞,"6,140","15,300","8,080","4,555","4,555","4,555", , 
  CPS＜당기＞,-601,632,"-1,117",374,-167,, , 
펼치기 PSR,1.16,4.13,2.45,1.40,9.32,,564.45, 
  보통주수정주가(기말)＜당기＞,"6,140","15,300","8,080","4,555","4,555","4,555", , 
  SPS＜당기＞,"5,308","3,701","3,303","3,247",489,, , 
펼치기 EV/EBITDA,34.95,257.40,42.81,-13.08,-23.97,,-83.18, 
  EV＜당기＞,467.6,"1,250.2",779.6,909.6,449.5,, , 
  EBITDA＜당기＞,13.4,4.9,18.2,-69.5,-18.8,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
