항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)",2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,171,-39,-17,-277,350,,226, 
  당기순이익(지배)＜당기＞,56.4,-19.7,-10.7,-199.2,276.8,, , 
  보통주수정평균발행주식수＜당기＞,"32,910,620","50,620,162","62,815,593","71,831,203","79,076,812","83,463,623", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,830","3,147","2,918","2,654","3,158",,19, 
  자본총계(지배)＜당기＞,"1,041.9","1,894.4","2,095.8","1,906.5","2,634.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"36,812,853","60,202,463","71,830,370","71,830,370","83,436,096","83,436,096", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,101,-250,233,-74,-13,,83, 
  영업활동현금흐름＜당기＞,33.1,-126.4,146.5,-53.2,-10.0,, , 
  보통주수정평균발행주식수＜당기＞,"32,910,620","50,620,162","62,815,593","71,831,203","79,076,812","83,463,623", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,440",831,905,742,845,,14, 
  매출액＜당기＞,473.8,420.5,568.5,533.0,667.9,, , 
  보통주수정평균발행주식수＜당기＞,"32,910,620","50,620,162","62,815,593","71,831,203","79,076,812","83,463,623", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,19.37,N/A,N/A,N/A,4.41,,162.46, 
  보통주수정주가(기말)＜당기＞,"3,320","2,660","2,190","1,960","1,545","1,090", , 
  EPS＜당기＞,171,-39,-17,-277,350,, , 
펼치기 PBR,1.17,0.85,0.75,0.74,0.49,,-33.75, 
  보통주수정주가(기말)＜당기＞,"3,320","2,660","2,190","1,960","1,545","1,090", , 
  BPS＜당기＞,"2,830","3,147","2,918","2,654","3,158",, , 
펼치기 PCR,33.01,-10.65,9.39,-26.44,-121.97,,-361.29, 
  보통주수정주가(기말)＜당기＞,"3,320","2,660","2,190","1,960","1,545","1,090", , 
  CPS＜당기＞,101,-250,233,-74,-13,, , 
펼치기 PSR,2.31,3.20,2.42,2.64,1.83,,-30.75, 
  보통주수정주가(기말)＜당기＞,"3,320","2,660","2,190","1,960","1,545","1,090", , 
  SPS＜당기＞,"1,440",831,905,742,845,, , 
펼치기 EV/EBITDA,54.21,-29.57,57.44,-47.17,-49.85,,-5.69, 
  EV＜당기＞,707.2,854.4,953.9,"1,248.5",942.7,, , 
  EBITDA＜당기＞,13.0,-28.9,16.6,-26.5,-18.9,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
