항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,85,29,95,133,125,,-6, 
  당기순이익(지배)＜당기＞,31.0,10.6,34.5,48.2,45.5,, , 
  보통주수정평균발행주식수＜당기＞,"36,373,887","36,373,887","36,373,887","36,373,887","36,373,887","36,373,887", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,291","2,188","2,300","2,446","2,789",,14, 
  자본총계(지배)＜당기＞,803.2,767.1,806.2,857.3,977.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"35,055,910","35,055,910","35,055,910","35,055,910","35,055,910",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,238,241,301,436,94,,-79, 
  영업활동현금흐름＜당기＞,86.5,87.7,109.4,158.7,34.0,, , 
  보통주수정평균발행주식수＜당기＞,"36,373,887","36,373,887","36,373,887","36,373,887","36,373,887","36,373,887", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,509","5,825","6,352","6,794","7,003",,3, 
  매출액＜당기＞,"2,003.9","2,118.9","2,310.6","2,471.1","2,547.4",, , 
  보통주수정평균발행주식수＜당기＞,"36,373,887","36,373,887","36,373,887","36,373,887","36,373,887","36,373,887", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,14.80,39.89,13.48,13.20,16.36,,23.92, 
  보통주수정주가(기말)＜당기＞,"1,260","1,165","1,280","1,750","2,045","2,055", , 
  EPS＜당기＞,85,29,95,133,125,, , 
펼치기 PBR,0.55,0.53,0.56,0.72,0.73,,2.46, 
  보통주수정주가(기말)＜당기＞,"1,260","1,165","1,280","1,750","2,045","2,055", , 
  BPS＜당기＞,"2,291","2,188","2,300","2,446","2,789",, , 
펼치기 PCR,5.30,4.83,4.26,4.01,21.85,,444.59, 
  보통주수정주가(기말)＜당기＞,"1,260","1,165","1,280","1,750","2,045","2,055", , 
  CPS＜당기＞,238,241,301,436,94,, , 
펼치기 PSR,0.23,0.20,0.20,0.26,0.29,,13.36, 
  보통주수정주가(기말)＜당기＞,"1,260","1,165","1,280","1,750","2,045","2,055", , 
  SPS＜당기＞,"5,509","5,825","6,352","6,794","7,003",, , 
펼치기 EV/EBITDA,4.51,4.32,3.46,4.72,5.04,,6.67, 
  EV＜당기＞,355.5,303.5,323.5,614.9,624.7,, , 
  EBITDA＜당기＞,78.8,70.3,93.6,130.2,124.0,, , 
펼치기 DPS,20,20,30,30,30,,0, 
  현금DPS,20,20,30,30,30,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.59,1.72,2.34,1.71,1.47,,-0.25, 
  현금배당성향(%),22.64,66.00,30.45,21.82,23.13,,1.32, 
