항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-211,-519,417,47,-849,484,"-1,924",157
  당기순이익(지배)＜당기＞,-31.2,-78.7,66.1,8.0,-148.7,85.0, , 
  보통주수정평균발행주식수＜당기＞,"14,811,052","14,811,052","15,114,240","17,076,732","17,511,417","17,577,506", , 
  우선주수정평균발행주식수＜당기＞,0,"341,868","738,161",0,0,0, , 
펼치기 BPS,"1,853","1,410","1,668","1,924","1,255",,-35, 
  자본총계(지배)＜당기＞,265.4,206.5,247.2,298.8,204.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,327,750","13,684,286","14,818,067","15,533,652","16,268,726","16,268,726", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,"959,858",-1,-1,-1,-1, , 
펼치기 CPS,22,-280,-470,-542,-539,,0, 
  영업활동현금흐름＜당기＞,3.3,-42.4,-74.5,-92.6,-94.5,, , 
  보통주수정평균발행주식수＜당기＞,"14,811,052","14,811,052","15,114,240","17,076,732","17,511,417","17,577,506", , 
  우선주수정평균발행주식수＜당기＞,0,"341,868","738,161",0,0,0, , 
펼치기 SPS,"3,713","3,082","3,455","4,141","2,893","5,109",-30,77
  매출액＜당기＞,549.9,467.0,547.6,707.2,506.6,898.0, , 
  보통주수정평균발행주식수＜당기＞,"14,811,052","14,811,052","15,114,240","17,076,732","17,511,417","17,577,506", , 
  우선주수정평균발행주식수＜당기＞,0,"341,868","738,161",0,0,0, , 
펼치기 PER,N/A,N/A,16.52,266.32,N/A,11.15,-103.89,207.68
  보통주수정주가(기말)＜당기＞,"7,135","5,205","6,885","12,400","8,790","5,390", , 
  EPS＜당기＞,-211,-519,417,47,-849,484, , 
펼치기 PBR,3.85,3.69,4.13,6.45,7.00,,8.67, 
  보통주수정주가(기말)＜당기＞,"7,135","5,205","6,885","12,400","8,790","5,390", , 
  BPS＜당기＞,"1,853","1,410","1,668","1,924","1,255",, , 
펼치기 PCR,323.31,-18.60,-14.65,-22.88,-16.30,,28.77, 
  보통주수정주가(기말)＜당기＞,"7,135","5,205","6,885","12,400","8,790","5,390", , 
  CPS＜당기＞,22,-280,-470,-542,-539,, , 
펼치기 PSR,1.92,1.69,1.99,2.99,3.04,1.06,1.47,-65.28
  보통주수정주가(기말)＜당기＞,"7,135","5,205","6,885","12,400","8,790","5,390", , 
  SPS＜당기＞,"3,713","3,082","3,455","4,141","2,893","5,109", , 
펼치기 EV/EBITDA,-243.97,-19.61,303.07,57.30,-12.77,,-122.28, 
  EV＜당기＞,"1,088.5",828.7,"1,221.7","2,279.0","1,806.4",, , 
  EBITDA＜당기＞,-4.5,-42.3,4.0,39.8,-141.5,, , 
펼치기 DPS,28,59,46,64,20,,-69, 
  현금DPS,8,17,46,18,20,, , 
  주식DPS,20,42,0,46,,, , 
  현금배당수익률,0.11,0.32,0.67,0.15,0.23,,0.08, 
  현금배당성향(%),-3.53,-3.11,10.22,35.60,-2.19,,-37.79, 
