항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,410,834,650,400,228,,-43, 
  당기순이익(지배)＜당기＞,15.6,31.7,24.7,15.2,8.7,, , 
  보통주수정평균발행주식수＜당기＞,"3,800,000","3,800,000","3,800,000","3,800,000","3,800,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"7,973","8,687","9,136","9,556","9,738",,2, 
  자본총계(지배)＜당기＞,303.0,330.1,347.2,363.1,370.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"3,800,000","3,800,000","3,800,000","3,800,000","3,800,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,442,825,609,852,580,,-32, 
  영업활동현금흐름＜당기＞,16.8,31.4,23.2,32.4,22.0,, , 
  보통주수정평균발행주식수＜당기＞,"3,800,000","3,800,000","3,800,000","3,800,000","3,800,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"6,327","6,605","6,614","6,527","6,315",,-3, 
  매출액＜당기＞,240.4,251.0,251.3,248.0,240.0,, , 
  보통주수정평균발행주식수＜당기＞,"3,800,000","3,800,000","3,800,000","3,800,000","3,800,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,25.89,21.10,24.45,40.54,62.97,,55.35, 
  보통주수정주가(기말)＜당기＞,"10,610","17,600","15,900","16,200","14,350","14,100", , 
  EPS＜당기＞,410,834,650,400,228,, , 
펼치기 PBR,1.33,2.03,1.74,1.70,1.47,,-13.08, 
  보통주수정주가(기말)＜당기＞,"10,610","17,600","15,900","16,200","14,350","14,100", , 
  BPS＜당기＞,"7,973","8,687","9,136","9,556","9,738",, , 
펼치기 PCR,23.99,21.32,26.09,19.02,24.75,,30.11, 
  보통주수정주가(기말)＜당기＞,"10,610","17,600","15,900","16,200","14,350","14,100", , 
  CPS＜당기＞,442,825,609,852,580,, , 
펼치기 PSR,1.68,2.66,2.40,2.48,2.27,,-8.45, 
  보통주수정주가(기말)＜당기＞,"10,610","17,600","15,900","16,200","14,350","14,100", , 
  SPS＜당기＞,"6,327","6,605","6,614","6,527","6,315",, , 
펼치기 EV/EBITDA,10.86,12.96,13.31,17.73,23.28,,31.31, 
  EV＜당기＞,323.5,565.3,597.6,734.1,669.5,, , 
  EBITDA＜당기＞,29.8,43.6,44.9,41.4,28.8,, , 
펼치기 DPS,85,85,85,85,75,,-12, 
  현금DPS,85,85,85,85,75,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.80,0.48,0.53,0.52,0.52,,0.00, 
  현금배당성향(%),20.74,10.19,13.07,21.27,32.91,,11.64, 
