항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-3,270","-2,204",-146,"-1,543","-1,295",,16, 
  당기순이익(지배)＜당기＞,-274.8,-185.2,-12.3,-129.7,-108.8,, , 
  보통주수정평균발행주식수＜당기＞,"8,404,000","8,404,000","8,404,000","8,404,000","8,404,000","8,404,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"9,257","6,840","6,763","5,154","5,759",,12, 
  자본총계(지배)＜당기＞,777.8,574.8,568.3,433.1,483.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,402,769","8,402,769","8,402,769","8,402,769","8,402,769",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,611,-280,-385,-200,-500,,-150, 
  영업활동현금흐름＜당기＞,51.4,-23.5,-32.3,-16.8,-42.0,, , 
  보통주수정평균발행주식수＜당기＞,"8,404,000","8,404,000","8,404,000","8,404,000","8,404,000","8,404,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,318","5,102","5,387","2,043","1,759",,-14, 
  매출액＜당기＞,446.9,428.8,452.7,171.7,147.8,, , 
  보통주수정평균발행주식수＜당기＞,"8,404,000","8,404,000","8,404,000","8,404,000","8,404,000","8,404,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-5.27, 
  보통주수정주가(기말)＜당기＞,"2,295","2,410","2,720","1,630","1,440","1,440", , 
  EPS＜당기＞,"-3,270","-2,204",-146,"-1,543","-1,295",, , 
펼치기 PBR,0.25,0.35,0.40,0.32,0.25,,-20.93, 
  보통주수정주가(기말)＜당기＞,"2,295","2,410","2,720","1,630","1,440","1,440", , 
  BPS＜당기＞,"9,257","6,840","6,763","5,154","5,759",, , 
펼치기 PCR,3.75,-8.61,-7.07,-8.15,-2.88,,64.66, 
  보통주수정주가(기말)＜당기＞,"2,295","2,410","2,720","1,630","1,440","1,440", , 
  CPS＜당기＞,611,-280,-385,-200,-500,, , 
펼치기 PSR,0.43,0.47,0.50,0.80,0.82,,2.60, 
  보통주수정주가(기말)＜당기＞,"2,295","2,410","2,720","1,630","1,440","1,440", , 
  SPS＜당기＞,"5,318","5,102","5,387","2,043","1,759",, , 
펼치기 EV/EBITDA,-1.53,-1.76,-53.85,-2.30,-1.03,,55.29, 
  EV＜당기＞,195.6,246.6,332.2,275.2,102.3,, , 
  EBITDA＜당기＞,-127.6,-140.4,-6.2,-119.7,-99.5,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
