항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-747,"-1,262","-2,426","-2,268","-3,013",,-33, 
  당기순이익(지배)＜당기＞,-43.4,-80.6,-157.8,-148.8,-206.9,, , 
  보통주수정평균발행주식수＜당기＞,"5,816,939","6,385,617","6,504,930","6,561,049","6,868,321","7,852,427", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,238","5,775","4,110","4,448","10,785",,142, 
  자본총계(지배)＜당기＞,129.9,369.9,267.7,298.9,846.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,803,635","6,404,299","6,513,749","6,720,075","7,849,927","7,849,927", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-307,-985,"-1,533","-1,500","-2,159",,-44, 
  영업활동현금흐름＜당기＞,-17.9,-62.9,-99.7,-98.4,-148.3,, , 
  보통주수정평균발행주식수＜당기＞,"5,816,939","6,385,617","6,504,930","6,561,049","6,868,321","7,852,427", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,574,181,173,109,233,,114, 
  매출액＜당기＞,33.4,11.6,11.3,7.1,16.0,, , 
  보통주수정평균발행주식수＜당기＞,"5,816,939","6,385,617","6,504,930","6,561,049","6,868,321","7,852,427", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,38.55, 
  보통주수정주가(기말)＜당기＞,"57,700","100,000","53,600","111,000","90,600","60,300", , 
  EPS＜당기＞,-747,"-1,262","-2,426","-2,268","-3,013",, , 
펼치기 PBR,25.78,17.32,13.04,24.96,8.40,,-66.34, 
  보통주수정주가(기말)＜당기＞,"57,700","100,000","53,600","111,000","90,600","60,300", , 
  BPS＜당기＞,"2,238","5,775","4,110","4,448","10,785",, , 
펼치기 PCR,-188.01,-101.51,-34.96,-73.99,-41.97,,43.28, 
  보통주수정주가(기말)＜당기＞,"57,700","100,000","53,600","111,000","90,600","60,300", , 
  CPS＜당기＞,-307,-985,"-1,533","-1,500","-2,159",, , 
펼치기 PSR,100.54,551.99,309.91,"1,021.29",389.58,,-61.85, 
  보통주수정주가(기말)＜당기＞,"57,700","100,000","53,600","111,000","90,600","60,300", , 
  SPS＜당기＞,574,181,173,109,233,, , 
펼치기 EV/EBITDA,-85.13,-75.48,-22.72,-51.26,-32.20,,37.19, 
  EV＜당기＞,"3,285.4","6,117.0","3,277.0","7,264.9","6,392.7",, , 
  EBITDA＜당기＞,-38.6,-81.0,-144.2,-141.7,-198.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
