항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,296,368,-595,-445,-173,,61, 
  당기순이익(지배)＜당기＞,21.0,26.1,-42.2,-31.5,-12.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,088,782","7,088,782","7,088,782","7,088,782","7,088,782","7,088,782", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"14,416","14,579","13,907","13,422","13,244",,-1, 
  자본총계(지배)＜당기＞,"1,021.9","1,033.5",985.8,951.4,938.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,088,782","7,088,782","7,088,782","7,088,782","7,088,782",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,769,759,350,"-1,085",977,,190, 
  영업활동현금흐름＜당기＞,54.5,53.8,24.8,-76.9,69.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,088,782","7,088,782","7,088,782","7,088,782","7,088,782","7,088,782", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"9,318","9,365","8,897","10,504","10,338",,-2, 
  매출액＜당기＞,660.5,663.9,630.7,744.6,732.9,, , 
  보통주수정평균발행주식수＜당기＞,"7,088,782","7,088,782","7,088,782","7,088,782","7,088,782","7,088,782", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,39.84,47.29,N/A,N/A,N/A,,-91.00, 
  보통주수정주가(기말)＜당기＞,"11,800","17,400","11,300","18,450","13,700","11,150", , 
  EPS＜당기＞,296,368,-595,-445,-173,, , 
펼치기 PBR,0.82,1.19,0.81,1.37,1.03,,-24.75, 
  보통주수정주가(기말)＜당기＞,"11,800","17,400","11,300","18,450","13,700","11,150", , 
  BPS＜당기＞,"14,416","14,579","13,907","13,422","13,244",, , 
펼치기 PCR,15.34,22.93,32.25,-17.01,14.02,,182.43, 
  보통주수정주가(기말)＜당기＞,"11,800","17,400","11,300","18,450","13,700","11,150", , 
  CPS＜당기＞,769,759,350,"-1,085",977,, , 
펼치기 PSR,1.27,1.86,1.27,1.76,1.33,,-24.55, 
  보통주수정주가(기말)＜당기＞,"11,800","17,400","11,300","18,450","13,700","11,150", , 
  SPS＜당기＞,"9,318","9,365","8,897","10,504","10,338",, , 
펼치기 EV/EBITDA,21.01,49.06,82.39,65.88,19.55,,-70.33, 
  EV＜당기＞,813.4,"1,266.2",805.8,"1,402.3","1,004.5",, , 
  EBITDA＜당기＞,38.7,25.8,9.8,21.3,51.4,, , 
펼치기 DPS,100,50,50,50,50,,0, 
  현금DPS,100,50,50,50,50,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.85,0.29,0.44,0.27,0.36,,0.09, 
  현금배당성향(%),33.76,13.59,-8.40,-11.24,-28.92,,-17.68, 
