항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,-362,"-1,418","-2,624",-541,,79, 
  당기순이익(지배)＜당기＞,,-28.3,-139.9,-286.1,-66.8,, , 
  보통주수정평균발행주식수＜당기＞,"7,090,560","7,090,560","7,090,560","7,242,136","12,338,686","13,759,791", , 
  우선주수정평균발행주식수＜당기＞,0,"712,580","2,772,420","3,662,608","6,007",0, , 
펼치기 BPS,,-173,"-1,365",594,"4,019",,576, 
  자본총계(지배)＜당기＞,,-16.8,-147.6,67.3,550.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,090,560","7,090,560","7,090,560","10,950,536","13,687,468","13,785,968", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,"2,607,400","3,729,982","365,432",0,0, , 
펼치기 CPS,,-224,-451,-576,-311,,46, 
  영업활동현금흐름＜당기＞,,-17.5,-44.5,-62.8,-38.4,, , 
  보통주수정평균발행주식수＜당기＞,"7,090,560","7,090,560","7,090,560","7,242,136","12,338,686","13,759,791", , 
  우선주수정평균발행주식수＜당기＞,0,"712,580","2,772,420","3,662,608","6,007",0, , 
펼치기 SPS,,0,0,0,507,, , 
  매출액＜당기＞,,,,,62.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,090,560","7,090,560","7,090,560","7,242,136","12,338,686","13,759,791", , 
  우선주수정평균발행주식수＜당기＞,0,"712,580","2,772,420","3,662,608","6,007",0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"22,650","20,850", , 
  EPS＜당기＞,,-362,"-1,418","-2,624",-541,, , 
펼치기 PBR,,0.00,0.00,0.00,5.64,, , 
  보통주수정주가(기말)＜당기＞,,,,,"22,650","20,850", , 
  BPS＜당기＞,,-173,"-1,365",594,"4,019",, , 
펼치기 PCR,,,,,-72.79,, , 
  보통주수정주가(기말)＜당기＞,,,,,"22,650","20,850", , 
  CPS＜당기＞,,-224,-451,-576,-311,, , 
펼치기 PSR,,,,,44.70,, , 
  보통주수정주가(기말)＜당기＞,,,,,"22,650","20,850", , 
  SPS＜당기＞,,0,0,0,507,, , 
펼치기 EV/EBITDA,,,,,-42.04,, , 
  EV＜당기＞,,,,,"2,727.4",, , 
  EBITDA＜당기＞,,-16.8,-55.6,-75.4,-64.9,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,0.00,, , 
  현금배당성향(%),,0.00,0.00,0.00,,, , 
