항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,66,-256,-43,32,74,,134, 
  당기순이익(지배)＜당기＞,8.9,-40.0,-6.7,5.0,11.9,, , 
  보통주수정평균발행주식수＜당기＞,"13,454,180","15,614,032","15,738,580","15,803,744","16,019,418","16,118,725", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,906","1,642","1,623","1,666","1,755",,5, 
  자본총계(지배)＜당기＞,292.7,258.0,255.9,264.2,282.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,358,580","15,718,580","15,768,580","15,858,580","16,110,580","16,120,580", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-238,-164,505,446,695,,56, 
  영업활동현금흐름＜당기＞,-32.0,-25.7,79.5,70.5,111.4,, , 
  보통주수정평균발행주식수＜당기＞,"13,454,180","15,614,032","15,738,580","15,803,744","16,019,418","16,118,725", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,692","6,284","6,428","5,868","6,272",,7, 
  매출액＜당기＞,900.4,981.2,"1,011.7",927.3,"1,004.8",, , 
  보통주수정평균발행주식수＜당기＞,"13,454,180","15,614,032","15,738,580","15,803,744","16,019,418","16,118,725", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,60.77,N/A,N/A,232.90,86.33,,-62.93, 
  보통주수정주가(기말)＜당기＞,"4,000","2,875","4,490","7,390","6,420","6,230", , 
  EPS＜당기＞,66,-256,-43,32,74,, , 
펼치기 PBR,2.10,1.75,2.77,4.44,3.66,,-17.56, 
  보통주수정주가(기말)＜당기＞,"4,000","2,875","4,490","7,390","6,420","6,230", , 
  BPS＜당기＞,"1,906","1,642","1,623","1,666","1,755",, , 
펼치기 PCR,-16.80,-17.50,8.89,16.57,9.23,,-44.27, 
  보통주수정주가(기말)＜당기＞,"4,000","2,875","4,490","7,390","6,420","6,230", , 
  CPS＜당기＞,-238,-164,505,446,695,, , 
펼치기 PSR,0.60,0.46,0.70,1.26,1.02,,-18.73, 
  보통주수정주가(기말)＜당기＞,"4,000","2,875","4,490","7,390","6,420","6,230", , 
  SPS＜당기＞,"6,692","6,284","6,428","5,868","6,272",, , 
펼치기 EV/EBITDA,16.23,-42.29,20.00,30.40,21.49,,-29.32, 
  EV＜당기＞,532.9,417.7,607.3,"1,039.9",837.2,, , 
  EBITDA＜당기＞,32.8,-9.9,30.4,34.2,39.0,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
