항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-3,018,336","-3,599,138","-122,105","-2,674",185,,107, 
  당기순이익(지배)＜당기＞,-237.6,-287.5,-113.3,-173.8,14.2,, , 
  보통주수정평균발행주식수＜당기＞,"7,872","7,987","92,758","6,498,416","7,702,894","8,368,647", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,226,676","1,916,524","7,688","4,480","4,925",,10, 
  자본총계(지배)＜당기＞,416.5,152.7,394.1,330.1,412.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,970","7,970","5,125,609","7,368,146","8,368,146","8,363,640", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-170,025","-63,254","1,363","-2,280","-1,446",,37, 
  영업활동현금흐름＜당기＞,-13.4,-5.1,1.3,-148.2,-111.4,, , 
  보통주수정평균발행주식수＜당기＞,"7,872","7,987","92,758","6,498,416","7,702,894","8,368,647", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"21,402,501","11,641,453","425,636","3,537","7,183",,103, 
  매출액＜당기＞,"1,684.8",929.8,394.8,229.9,553.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,872","7,987","92,758","6,498,416","7,702,894","8,368,647", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,51.18,,"1,548.10", 
  보통주수정주가(기말)＜당기＞,"38,615","11,378","11,378","9,450","9,450","9,450", , 
  EPS＜당기＞,"-3,018,336","-3,599,138","-122,105","-2,674",185,, , 
펼치기 PBR,0.00,0.00,0.16,2.11,1.92,,-9.05, 
  보통주수정주가(기말)＜당기＞,"38,615","11,378","11,378","9,450","9,450","9,450", , 
  BPS＜당기＞,"5,226,676","1,916,524","7,688","4,480","4,925",, , 
펼치기 PCR,-0.23,-0.18,8.35,-4.14,-6.54,,-57.71, 
  보통주수정주가(기말)＜당기＞,"38,615","11,378","11,378","9,450","9,450","9,450", , 
  CPS＜당기＞,"-170,025","-63,254","1,363","-2,280","-1,446",, , 
펼치기 PSR,0.00,0.00,0.03,2.67,1.32,,-50.75, 
  보통주수정주가(기말)＜당기＞,"38,615","11,378","11,378","9,450","9,450","9,450", , 
  SPS＜당기＞,"21,402,501","11,641,453","425,636","3,537","7,183",, , 
펼치기 EV/EBITDA,-9.39,-3.21,-1.67,-5.86,25.56,,536.24, 
  EV＜당기＞,"1,345.0",612.8,201.8,274.0,348.3,, , 
  EBITDA＜당기＞,-143.2,-191.1,-120.7,-46.8,13.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
