항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,369,"1,112",158,556,383,,-31, 
  당기순이익(지배)＜당기＞,44.4,135.8,23.3,82.1,56.6,, , 
  보통주수정평균발행주식수＜당기＞,"12,050,000","12,213,559","14,763,600","14,763,600","14,764,018","14,818,397", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,192","4,600","4,807","5,431","5,858",,8, 
  자본총계(지배)＜당기＞,384.6,679.2,709.7,801.8,867.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,050,000","14,763,600","14,763,600","14,763,600","14,801,729","14,821,742", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,106,"1,414",-128,237,-647,,-373, 
  영업활동현금흐름＜당기＞,12.8,172.7,-18.9,35.0,-95.5,, , 
  보통주수정평균발행주식수＜당기＞,"12,050,000","12,213,559","14,763,600","14,763,600","14,764,018","14,818,397", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"11,480","10,963","7,522","7,980","8,237",,3, 
  매출액＜당기＞,"1,383.3","1,338.9","1,110.5","1,178.1","1,216.0",, , 
  보통주수정평균발행주식수＜당기＞,"12,050,000","12,213,559","14,763,600","14,763,600","14,764,018","14,818,397", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,9.31,55.14,16.51,22.26,,34.86, 
  보통주수정주가(기말)＜당기＞,,"10,350","8,710","9,180","8,530","8,040", , 
  EPS＜당기＞,369,"1,112",158,556,383,, , 
펼치기 PBR,0.00,2.25,1.81,1.69,1.46,,-13.85, 
  보통주수정주가(기말)＜당기＞,,"10,350","8,710","9,180","8,530","8,040", , 
  BPS＜당기＞,"3,192","4,600","4,807","5,431","5,858",, , 
펼치기 PCR,0.00,7.32,-68.14,38.70,-13.19,,-134.08, 
  보통주수정주가(기말)＜당기＞,,"10,350","8,710","9,180","8,530","8,040", , 
  CPS＜당기＞,106,"1,414",-128,237,-647,, , 
펼치기 PSR,0.00,0.94,1.16,1.15,1.04,,-9.98, 
  보통주수정주가(기말)＜당기＞,,"10,350","8,710","9,180","8,530","8,040", , 
  SPS＜당기＞,"11,480","10,963","7,522","7,980","8,237",, , 
펼치기 EV/EBITDA,,10.80,25.72,20.23,14.41,,-28.77, 
  EV＜당기＞,,"1,237.2",919.2,996.1,"1,041.8",, , 
  EBITDA＜당기＞,88.5,114.6,35.7,49.2,72.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
