항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,137,158,121,161,162,,0, 
  당기순이익(지배)＜당기＞,25.2,29.0,22.3,29.7,29.7,, , 
  보통주수정평균발행주식수＜당기＞,"18,400,000","18,400,000","18,400,000","18,400,000","18,400,000","18,400,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,950","4,015","4,066","4,148","4,197",,1, 
  자본총계(지배)＜당기＞,726.9,738.7,748.1,763.2,772.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"18,400,000","18,400,000","18,400,000","18,400,000","18,400,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-50,344,296,545,-205,,-138, 
  영업활동현금흐름＜당기＞,-9.1,63.3,54.4,100.2,-37.7,, , 
  보통주수정평균발행주식수＜당기＞,"18,400,000","18,400,000","18,400,000","18,400,000","18,400,000","18,400,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,174","5,523","5,534","5,075","5,660",,12, 
  매출액＜당기＞,951.9,"1,016.2","1,018.3",933.8,"1,041.4",, , 
  보통주수정평균발행주식수＜당기＞,"18,400,000","18,400,000","18,400,000","18,400,000","18,400,000","18,400,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,17.29,14.76,20.13,20.22,27.02,,33.62, 
  보통주수정주가(기말)＜당기＞,"2,370","2,325","2,435","3,265","4,365","4,450", , 
  EPS＜당기＞,137,158,121,161,162,, , 
펼치기 PBR,0.60,0.58,0.60,0.79,1.04,,32.12, 
  보통주수정주가(기말)＜당기＞,"2,370","2,325","2,435","3,265","4,365","4,450", , 
  BPS＜당기＞,"3,950","4,015","4,066","4,148","4,197",, , 
펼치기 PCR,-47.79,6.76,8.24,5.99,-21.30,,-455.39, 
  보통주수정주가(기말)＜당기＞,"2,370","2,325","2,435","3,265","4,365","4,450", , 
  CPS＜당기＞,-50,344,296,545,-205,, , 
펼치기 PSR,0.46,0.42,0.44,0.64,0.77,,19.88, 
  보통주수정주가(기말)＜당기＞,"2,370","2,325","2,435","3,265","4,365","4,450", , 
  SPS＜당기＞,"5,174","5,523","5,534","5,075","5,660",, , 
펼치기 EV/EBITDA,9.30,6.53,9.34,9.52,19.66,,106.40, 
  EV＜당기＞,591.4,548.3,554.5,643.7,"1,045.3",, , 
  EBITDA＜당기＞,63.6,83.9,59.4,67.6,53.2,, , 
펼치기 DPS,80,80,80,80,80,,0, 
  현금DPS,80,80,80,80,80,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.38,3.44,3.29,2.45,1.83,,-0.62, 
  현금배당성향(%),58.35,50.79,66.14,49.55,49.52,,-0.03, 
