항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,733,451,697,78,-77,,-198, 
  당기순이익(지배)＜당기＞,111.0,75.5,131.7,14.8,-14.6,, , 
  보통주수정평균발행주식수＜당기＞,"15,142,500","16,738,151","18,900,000","18,900,000","18,900,000","18,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"8,091","8,773","9,381","9,300","9,224",,-1, 
  자본총계(지배)＜당기＞,"1,225.2","1,629.0","1,723.8","1,695.3","1,682.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,142,500","18,568,960","18,374,804","18,229,749","18,239,649","18,253,349", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,274",722,132,76,-454,,-694, 
  영업활동현금흐름＜당기＞,192.9,120.9,25.0,14.5,-85.9,, , 
  보통주수정평균발행주식수＜당기＞,"15,142,500","16,738,151","18,900,000","18,900,000","18,900,000","18,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,679","4,593","6,284","1,513","4,026",,166, 
  매출액＜당기＞,859.9,768.7,"1,187.6",285.9,760.9,, , 
  보통주수정평균발행주식수＜당기＞,"15,142,500","16,738,151","18,900,000","18,900,000","18,900,000","18,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,14.00,12.14,122.90,N/A,,-198.83, 
  보통주수정주가(기말)＜당기＞,,"6,320","8,460","9,620","9,360","8,650", , 
  EPS＜당기＞,733,451,697,78,-77,, , 
펼치기 PBR,0.00,0.72,0.90,1.03,1.01,,-1.91, 
  보통주수정주가(기말)＜당기＞,,"6,320","8,460","9,620","9,360","8,650", , 
  BPS＜당기＞,"8,091","8,773","9,381","9,300","9,224",, , 
펼치기 PCR,,8.75,63.88,125.80,-20.59,,-116.37, 
  보통주수정주가(기말)＜당기＞,,"6,320","8,460","9,620","9,360","8,650", , 
  CPS＜당기＞,"1,274",722,132,76,-454,, , 
펼치기 PSR,,1.38,1.35,6.36,2.32,,-63.44, 
  보통주수정주가(기말)＜당기＞,,"6,320","8,460","9,620","9,360","8,650", , 
  SPS＜당기＞,"5,679","4,593","6,284","1,513","4,026",, , 
펼치기 EV/EBITDA,,-2.50,1.87,-200.20,-14.07,,92.97, 
  EV＜당기＞,,-169.3,280.3,577.4,618.9,, , 
  EBITDA＜당기＞,122.1,67.8,150.1,-2.9,-44.0,, , 
펼치기 DPS,100,120,200,0,0,, , 
  현금DPS,100,120,200,0,0,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,1.90,2.36,0.00,0.00,,0.00, 
  현금배당성향(%),13.64,29.52,27.91,0.00,0.00,,0.00, 
