항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,333,84,667,547,322,,-41, 
  당기순이익(지배)＜당기＞,33.4,12.2,100.3,83.7,49.3,, , 
  보통주수정평균발행주식수＜당기＞,"9,763,690","14,402,304","15,042,903","15,305,003","15,327,021","15,327,021", , 
  우선주수정평균발행주식수＜당기＞,"263,330","82,114",0,0,0,0, , 
펼치기 BPS,"1,891","4,132","4,735","5,143","5,404",,5, 
  자본총계(지배)＜당기＞,199.4,615.4,712.9,775.7,811.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,023,894","14,892,336","15,054,792","15,081,446","15,013,391","15,013,391", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"516,750",0,0,0,0,0, , 
펼치기 CPS,874,-161,873,297,585,,97, 
  영업활동현금흐름＜당기＞,87.6,-23.3,131.3,45.5,89.7,, , 
  보통주수정평균발행주식수＜당기＞,"9,763,690","14,402,304","15,042,903","15,305,003","15,327,021","15,327,021", , 
  우선주수정평균발행주식수＜당기＞,"263,330","82,114",0,0,0,0, , 
펼치기 SPS,"7,117","6,582","7,698","8,155","9,144",,12, 
  매출액＜당기＞,713.6,953.4,"1,157.9","1,248.1","1,401.6",, , 
  보통주수정평균발행주식수＜당기＞,"9,763,690","14,402,304","15,042,903","15,305,003","15,327,021","15,327,021", , 
  우선주수정평균발행주식수＜당기＞,"263,330","82,114",0,0,0,0, , 
펼치기 PER,,94.28,13.57,17.03,23.88,,40.21, 
  보통주수정주가(기말)＜당기＞,,"7,926","9,050","9,315","7,680","7,230", , 
  EPS＜당기＞,333,84,667,547,322,, , 
펼치기 PBR,0.00,1.92,1.91,1.81,1.42,,-21.53, 
  보통주수정주가(기말)＜당기＞,,"7,926","9,050","9,315","7,680","7,230", , 
  BPS＜당기＞,"1,891","4,132","4,735","5,143","5,404",, , 
펼치기 PCR,,-49.21,10.37,31.36,13.13,,-58.14, 
  보통주수정주가(기말)＜당기＞,,"7,926","9,050","9,315","7,680","7,230", , 
  CPS＜당기＞,874,-161,873,297,585,, , 
펼치기 PSR,,1.20,1.18,1.14,0.84,,-26.48, 
  보통주수정주가(기말)＜당기＞,,"7,926","9,050","9,315","7,680","7,230", , 
  SPS＜당기＞,"7,117","6,582","7,698","8,155","9,144",, , 
펼치기 EV/EBITDA,,13.45,8.79,10.52,13.72,,30.47, 
  EV＜당기＞,,"1,155.6","1,252.2","1,328.5","1,015.7",, , 
  EBITDA＜당기＞,100.2,85.9,142.5,126.3,74.0,, , 
펼치기 DPS,64,0,128,64,70,,9, 
  현금DPS,64,0,128,64,70,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,1.42,0.69,0.91,,0.22, 
  현금배당성향(%),20.79,0.00,19.11,11.44,21.41,,9.97, 
