항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,288,347,138,262,-251,,-196, 
  당기순이익(지배)＜당기＞,27.9,33.7,13.4,25.4,-24.3,, , 
  보통주수정평균발행주식수＜당기＞,"9,698,780","9,698,780","9,698,780","9,698,780","9,698,780",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"3,470","3,806","3,894","4,125","3,845",,-7, 
  자본총계(지배)＜당기＞,336.5,369.1,377.6,400.1,372.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,698,780","9,698,780","9,698,780","9,698,780","9,698,780",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-54,571,287,826,-382,,-146, 
  영업활동현금흐름＜당기＞,-5.2,55.4,27.8,80.2,-37.0,, , 
  보통주수정평균발행주식수＜당기＞,"9,698,780","9,698,780","9,698,780","9,698,780","9,698,780",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"5,173","5,910","6,297","6,328","5,408",,-15, 
  매출액＜당기＞,501.7,573.2,610.7,613.8,524.5,, , 
  보통주수정평균발행주식수＜당기＞,"9,698,780","9,698,780","9,698,780","9,698,780","9,698,780",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,11.81,12.34,27.44,12.09,N/A,,-358.20, 
  보통주수정주가(기말)＜당기＞,"3,400","4,285","3,780","3,165","7,830","11,450", , 
  EPS＜당기＞,288,347,138,262,-251,, , 
펼치기 PBR,0.98,1.13,0.97,0.77,2.04,,165.46, 
  보통주수정주가(기말)＜당기＞,"3,400","4,285","3,780","3,165","7,830","11,450", , 
  BPS＜당기＞,"3,470","3,806","3,894","4,125","3,845",, , 
펼치기 PCR,-63.17,7.51,13.19,3.83,-20.50,,-635.40, 
  보통주수정주가(기말)＜당기＞,"3,400","4,285","3,780","3,165","7,830","11,450", , 
  CPS＜당기＞,-54,571,287,826,-382,, , 
펼치기 PSR,0.66,0.72,0.60,0.50,1.45,,189.48, 
  보통주수정주가(기말)＜당기＞,"3,400","4,285","3,780","3,165","7,830","11,450", , 
  SPS＜당기＞,"5,173","5,910","6,297","6,328","5,408",, , 
펼치기 EV/EBITDA,11.48,7.15,16.06,6.50,-56.02,,-962.21, 
  EV＜당기＞,343.9,428.1,384.8,274.6,776.7,, , 
  EBITDA＜당기＞,30.0,59.8,24.0,42.3,-13.9,, , 
펼치기 DPS,0,50,30,30,,, , 
  현금DPS,0,50,30,30,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,1.17,0.79,0.95,,, , 
  현금배당성향(%),0.00,14.40,21.77,11.46,,, , 
