항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,236,241,221,-12,65,,638, 
  당기순이익(지배)＜당기＞,17.8,23.7,24.9,-1.4,7.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,535,700","9,840,605","11,251,000","11,251,000","11,251,884","11,881,392", , 
  우선주수정평균발행주식수＜당기＞,"5,014",0,0,0,0,, , 
펼치기 BPS,"3,782","5,467","5,567","5,761","6,164",,7, 
  자본총계(지배)＜당기＞,359.3,615.1,613.6,633.4,697.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,500,000","11,251,000","11,023,292","10,994,251","11,322,568","11,853,223", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-20,54,372,-51,122,,341, 
  영업활동현금흐름＜당기＞,-1.5,5.3,41.8,-5.7,13.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,535,700","9,840,605","11,251,000","11,251,000","11,251,884","11,881,392", , 
  우선주수정평균발행주식수＜당기＞,"5,014",0,0,0,0,, , 
펼치기 SPS,"2,376","2,466","2,243","1,709","1,987",,16, 
  매출액＜당기＞,179.1,242.7,252.3,192.3,223.6,, , 
  보통주수정평균발행주식수＜당기＞,"7,535,700","9,840,605","11,251,000","11,251,000","11,251,884","11,881,392", , 
  우선주수정평균발행주식수＜당기＞,"5,014",0,0,0,0,, , 
펼치기 PER,,71.36,56.01,N/A,382.37,,133.39, 
  보통주수정주가(기말)＜당기＞,,"17,200","12,400","13,750","24,700","18,850", , 
  EPS＜당기＞,236,241,221,-12,65,, , 
펼치기 PBR,0.00,3.15,2.23,2.39,4.01,,67.90, 
  보통주수정주가(기말)＜당기＞,,"17,200","12,400","13,750","24,700","18,850", , 
  BPS＜당기＞,"3,782","5,467","5,567","5,761","6,164",, , 
펼치기 PCR,,316.41,33.37,-272.22,203.02,,174.58, 
  보통주수정주가(기말)＜당기＞,,"17,200","12,400","13,750","24,700","18,850", , 
  CPS＜당기＞,-20,54,372,-51,122,, , 
펼치기 PSR,,6.97,5.53,8.04,12.43,,54.53, 
  보통주수정주가(기말)＜당기＞,,"17,200","12,400","13,750","24,700","18,850", , 
  SPS＜당기＞,"2,376","2,466","2,243","1,709","1,987",, , 
펼치기 EV/EBITDA,,59.15,31.26,"1,487.48",217.41,,-85.38, 
  EV＜당기＞,,"1,654.2","1,106.9","1,283.8","2,458.4",, , 
  EBITDA＜당기＞,21.2,28.0,35.4,0.9,11.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
