항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,581,719,799,847,746,857,-12,15
  당기순이익(지배)＜당기＞,91.5,113.2,125.8,133.3,117.6,135.0, , 
  보통주수정평균발행주식수＜당기＞,"15,750,000","15,750,000","15,750,000","15,750,000","15,750,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"19,788","18,079","18,057","17,868","20,308","18,775",14,-8
  자본총계(지배)＜당기＞,"3,116.7","2,847.4","2,844.0","2,814.2","3,198.5","2,957.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,750,000","15,750,000","15,750,000","15,750,000","15,750,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,720,673,"1,111",506,"1,185","1,041",134,-12
  영업활동현금흐름＜당기＞,113.4,105.9,175.1,79.6,186.7,158.0, , 
  보통주수정평균발행주식수＜당기＞,"15,750,000","15,750,000","15,750,000","15,750,000","15,750,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,182","4,185","4,761","5,768","5,000","5,841",-13,17
  매출액＜당기＞,658.7,659.1,749.9,908.4,787.4,920.0, , 
  보통주수정평균발행주식수＜당기＞,"15,750,000","15,750,000","15,750,000","15,750,000","15,750,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,15.04,10.86,10.64,9.56,12.14,11.32,27.02,-6.77
  보통주수정주가(기말)＜당기＞,"8,740","7,810","8,500","8,090","9,060","9,700", , 
  EPS＜당기＞,581,719,799,847,746,857, , 
펼치기 PBR,0.44,0.43,0.47,0.45,0.45,0.52,-1.47,15.81
  보통주수정주가(기말)＜당기＞,"8,740","7,810","8,500","8,090","9,060","9,700", , 
  BPS＜당기＞,"19,788","18,079","18,057","17,868","20,308","18,775", , 
펼치기 PCR,12.14,11.61,7.65,16.00,7.64,9.32,-52.22,21.86
  보통주수정주가(기말)＜당기＞,"8,740","7,810","8,500","8,090","9,060","9,700", , 
  CPS＜당기＞,720,673,"1,111",506,"1,185","1,041", , 
펼치기 PSR,2.09,1.87,1.79,1.40,1.81,1.66,29.20,-8.36
  보통주수정주가(기말)＜당기＞,"8,740","7,810","8,500","8,090","9,060","9,700", , 
  SPS＜당기＞,"4,182","4,185","4,761","5,768","5,000","5,841", , 
펼치기 EV/EBITDA,9.77,6.69,6.15,5.47,9.00,6.11,64.48,-32.05
  EV＜당기＞,"1,000.4",788.3,810.5,733.6,"1,047.0",800.8, , 
  EBITDA＜당기＞,102.4,117.8,131.8,134.1,116.4,131.0, , 
펼치기 DPS,200,250,300,350,350,,0, 
  현금DPS,200,250,300,350,350,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.29,3.20,3.53,4.33,3.86,4.12,-0.46,0.26
  현금배당성향(%),34.41,34.77,37.56,41.34,46.89,46.67,5.55,-0.23
