항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,710,495,629,654,579,,-11, 
  당기순이익(지배)＜당기＞,82.0,57.1,72.6,75.4,66.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,541,464","11,541,464","11,541,464","11,541,464","11,541,464","11,541,464", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"8,158","8,539","9,083","9,644","10,167",,5, 
  자본총계(지배)＜당기＞,909.3,951.8,"1,012.4","1,074.8","1,132.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,146,466","11,146,466","11,146,466","11,145,670","11,133,549","11,133,549", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,752,797,"1,066",958,967,,1, 
  영업활동현금흐름＜당기＞,86.7,91.9,123.1,110.6,111.6,, , 
  보통주수정평균발행주식수＜당기＞,"11,541,464","11,541,464","11,541,464","11,541,464","11,541,464","11,541,464", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,414","4,616","5,255","5,323","5,351",,1, 
  매출액＜당기＞,509.4,532.8,606.5,614.4,617.5,, , 
  보통주수정평균발행주식수＜당기＞,"11,541,464","11,541,464","11,541,464","11,541,464","11,541,464","11,541,464", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,11.82,13.47,10.79,34.62,20.22,,-41.59, 
  보통주수정주가(기말)＜당기＞,"8,397","6,669","6,784","22,627","11,700","9,670", , 
  EPS＜당기＞,710,495,629,654,579,, , 
펼치기 PBR,1.03,0.78,0.75,2.35,1.15,,-50.95, 
  보통주수정주가(기말)＜당기＞,"8,397","6,669","6,784","22,627","11,700","9,670", , 
  BPS＜당기＞,"8,158","8,539","9,083","9,644","10,167",, , 
펼치기 PCR,11.17,8.37,6.36,23.61,12.10,,-48.76, 
  보통주수정주가(기말)＜당기＞,"8,397","6,669","6,784","22,627","11,700","9,670", , 
  CPS＜당기＞,752,797,"1,066",958,967,, , 
펼치기 PSR,1.90,1.44,1.29,4.25,2.19,,-48.56, 
  보통주수정주가(기말)＜당기＞,"8,397","6,669","6,784","22,627","11,700","9,670", , 
  SPS＜당기＞,"4,414","4,616","5,255","5,323","5,351",, , 
펼치기 EV/EBITDA,6.64,6.48,4.74,21.86,9.14,,-58.19, 
  EV＜당기＞,834.1,628.7,648.8,"2,460.4","1,144.4",, , 
  EBITDA＜당기＞,125.7,97.0,137.0,112.5,125.2,, , 
펼치기 DPS,96,96,103,109,112,,3, 
  현금DPS,96,96,103,94,97,, , 
  주식DPS,0,0,0,14,15,, , 
  현금배당수익률,1.14,1.44,1.51,0.42,0.83,,0.41, 
  현금배당성향(%),12.82,18.39,15.51,13.93,16.18,,2.26, 
