항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-326,-341,-377,-317,-529,,-67, 
  당기순이익(지배)＜당기＞,-40.6,-46.9,-62.5,-56.0,-110.8,, , 
  보통주수정평균발행주식수＜당기＞,"12,450,862","13,629,536","16,595,766","16,762,660","17,754,882","20,770,473", , 
  우선주수정평균발행주식수＜당기＞,0,"151,474",0,"901,950","3,195,356","398,454", , 
펼치기 BPS,700,"1,859","1,483","2,209","1,978",,-10, 
  자본총계(지배)＜당기＞,90.7,302.7,247.6,460.5,416.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,951,108","16,283,568","16,695,380","16,861,830","20,679,984","20,791,964", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,"3,984,660","398,454","398,454", , 
펼치기 CPS,-299,-411,-312,-474,-361,,24, 
  영업활동현금흐름＜당기＞,-37.2,-56.6,-51.7,-83.8,-75.6,, , 
  보통주수정평균발행주식수＜당기＞,"12,450,862","13,629,536","16,595,766","16,762,660","17,754,882","20,770,473", , 
  우선주수정평균발행주식수＜당기＞,0,"151,474",0,"901,950","3,195,356","398,454", , 
펼치기 SPS,33,71,78,385,154,,-60, 
  매출액＜당기＞,4.1,9.7,12.9,68.1,32.3,, , 
  보통주수정평균발행주식수＜당기＞,"12,450,862","13,629,536","16,595,766","16,762,660","17,754,882","20,770,473", , 
  우선주수정평균발행주식수＜당기＞,0,"151,474",0,"901,950","3,195,356","398,454", , 
펼치기 PER,,N/A,N/A,N/A,N/A,,-78.67, 
  보통주수정주가(기말)＜당기＞,,"4,460","5,005","8,434","25,126","20,500", , 
  EPS＜당기＞,-326,-341,-377,-317,-529,, , 
펼치기 PBR,0.00,2.40,3.38,3.82,12.70,,232.71, 
  보통주수정주가(기말)＜당기＞,,"4,460","5,005","8,434","25,126","20,500", , 
  BPS＜당기＞,700,"1,859","1,483","2,209","1,978",, , 
펼치기 PCR,,-10.86,-16.06,-17.79,-69.61,,-291.33, 
  보통주수정주가(기말)＜당기＞,,"4,460","5,005","8,434","25,126","20,500", , 
  CPS＜당기＞,-299,-411,-312,-474,-361,, , 
펼치기 PSR,,63.08,64.54,21.89,162.74,,643.35, 
  보통주수정주가(기말)＜당기＞,,"4,460","5,005","8,434","25,126","20,500", , 
  SPS＜당기＞,33,71,78,385,154,, , 
펼치기 EV/EBITDA,,-9.33,-10.40,-25.03,-57.77,,-130.81, 
  EV＜당기＞,,437.1,628.8,"1,061.3","4,915.4",, , 
  EBITDA＜당기＞,-39.8,-46.9,-60.5,-42.4,-85.1,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
