항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,171,306,283,119,229,,93, 
  당기순이익(지배)＜당기＞,16.6,29.7,29.3,12.4,23.9,, , 
  보통주수정평균발행주식수＜당기＞,"9,707,559","9,707,559","10,347,711","10,410,400","10,410,400",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"6,180","6,471","6,985","7,175","7,465",,4, 
  자본총계(지배)＜당기＞,555.8,628.2,727.2,746.9,777.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,993,274","9,707,559","10,410,400","10,410,400","10,410,400",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-64,20,508,498,-6,,-101, 
  영업활동현금흐름＜당기＞,-6.3,1.9,52.6,51.8,-0.6,, , 
  보통주수정평균발행주식수＜당기＞,"9,707,559","9,707,559","10,347,711","10,410,400","10,410,400",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,498","6,821","6,581","5,661","6,913",,22, 
  매출액＜당기＞,436.7,662.1,681.0,589.3,719.6,, , 
  보통주수정평균발행주식수＜당기＞,"9,707,559","9,707,559","10,347,711","10,410,400","10,410,400",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,23.74,34.46,20.74,48.26,24.63,,-48.97, 
  보통주수정주가(기말)＜당기＞,"4,068","10,548","5,880","5,750","5,650","6,470", , 
  EPS＜당기＞,171,306,283,119,229,, , 
펼치기 PBR,0.66,1.63,0.84,0.80,0.76,,-5.55, 
  보통주수정주가(기말)＜당기＞,"4,068","10,548","5,880","5,750","5,650","6,470", , 
  BPS＜당기＞,"6,180","6,471","6,985","7,175","7,465",, , 
펼치기 PCR,-63.16,531.87,11.58,11.55,-960.76,,"-8,419.18", 
  보통주수정주가(기말)＜당기＞,"4,068","10,548","5,880","5,750","5,650","6,470", , 
  CPS＜당기＞,-64,20,508,498,-6,, , 
펼치기 PSR,0.90,1.55,0.89,1.02,0.82,,-19.54, 
  보통주수정주가(기말)＜당기＞,"4,068","10,548","5,880","5,750","5,650","6,470", , 
  SPS＜당기＞,"4,498","6,821","6,581","5,661","6,913",, , 
펼치기 EV/EBITDA,16.31,24.26,13.08,21.02,17.00,,-19.12, 
  EV＜당기＞,517.8,"1,189.9",631.7,680.4,691.0,, , 
  EBITDA＜당기＞,31.8,49.0,48.3,32.4,40.6,, , 
펼치기 DPS,0,,,,,, , 
  현금DPS,0,,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
