항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,35,14,60,-33,80,,341, 
  당기순이익(지배)＜당기＞,19.2,7.8,33.1,-18.1,44.4,, , 
  보통주수정평균발행주식수＜당기＞,"54,740,000","54,740,000","54,740,000","54,740,000","55,684,654","57,856,724", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,88,109,169,360,463,,29, 
  자본총계(지배)＜당기＞,48.4,59.4,92.8,197.1,265.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"54,740,000","54,740,000","54,740,000","54,739,979","57,223,718","58,133,323", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,20,11,92,-7,143,,"2,147", 
  영업활동현금흐름＜당기＞,10.8,6.2,50.4,-3.8,79.7,, , 
  보통주수정평균발행주식수＜당기＞,"54,740,000","54,740,000","54,740,000","54,740,000","55,684,654","57,856,724", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,130,116,203,222,330,,49, 
  매출액＜당기＞,71.2,63.4,110.9,121.5,183.7,, , 
  보통주수정평균발행주식수＜당기＞,"54,740,000","54,740,000","54,740,000","54,740,000","55,684,654","57,856,724", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,N/A,28.43,,136.52, 
  보통주수정주가(기말)＜당기＞,,,,"2,575","2,265","2,440", , 
  EPS＜당기＞,35,14,60,-33,80,, , 
펼치기 PBR,,,,7.15,4.89,,-31.65, 
  보통주수정주가(기말)＜당기＞,,,,"2,575","2,265","2,440", , 
  BPS＜당기＞,88,109,169,360,463,, , 
펼치기 PCR,,,,-368.39,15.83,,104.30, 
  보통주수정주가(기말)＜당기＞,,,,"2,575","2,265","2,440", , 
  CPS＜당기＞,20,11,92,-7,143,, , 
펼치기 PSR,,,,11.60,6.86,,-40.81, 
  보통주수정주가(기말)＜당기＞,,,,"2,575","2,265","2,440", , 
  SPS＜당기＞,130,116,203,222,330,, , 
펼치기 EV/EBITDA,,,,32.77,17.97,,-45.17, 
  EV＜당기＞,,,,"1,295.3","1,101.3",, , 
  EBITDA＜당기＞,23.6,9.7,41.7,39.5,61.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),,,0.00,0.00,,, , 
