항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-95,"-3,218",-634,-246,231,,194, 
  당기순이익(지배)＜당기＞,-8.8,-337.0,-88.6,-34.4,63.1,, , 
  보통주수정평균발행주식수＜당기＞,"9,299,886","10,471,551","13,978,357","14,003,471","27,338,420","35,385,780", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,481","1,748","1,044",785,947,,21, 
  자본총계(지배)＜당기＞,318.9,236.0,139.9,141.3,285.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,161,361","13,495,773","13,405,723","18,001,467","30,182,943","35,182,943", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,263,-754,-150,-142,-4,,97, 
  영업활동현금흐름＜당기＞,24.5,-79.0,-21.0,-19.9,-1.0,, , 
  보통주수정평균발행주식수＜당기＞,"9,299,886","10,471,551","13,978,357","14,003,471","27,338,420","35,385,780", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,272","4,469","2,522","1,699","1,212",,-29, 
  매출액＜당기＞,490.3,468.0,352.6,237.9,331.3,, , 
  보통주수정평균발행주식수＜당기＞,"9,299,886","10,471,551","13,978,357","14,003,471","27,338,420","35,385,780", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,10.77,,206.51, 
  보통주수정주가(기말)＜당기＞,"6,902","3,261","2,485","2,485","2,485","2,485", , 
  EPS＜당기＞,-95,"-3,218",-634,-246,231,, , 
펼치기 PBR,1.98,1.86,2.38,3.16,2.62,,-17.10, 
  보통주수정주가(기말)＜당기＞,"6,902","3,261","2,485","2,485","2,485","2,485", , 
  BPS＜당기＞,"3,481","1,748","1,044",785,947,, , 
펼치기 PCR,26.23,-4.32,-16.55,-17.50,-684.22,,"-3,810.67", 
  보통주수정주가(기말)＜당기＞,"6,902","3,261","2,485","2,485","2,485","2,485", , 
  CPS＜당기＞,263,-754,-150,-142,-4,, , 
펼치기 PSR,1.31,0.73,0.99,1.46,2.05,,40.17, 
  보통주수정주가(기말)＜당기＞,"6,902","3,261","2,485","2,485","2,485","2,485", , 
  SPS＜당기＞,"5,272","4,469","2,522","1,699","1,212",, , 
펼치기 EV/EBITDA,42.04,-14.72,-18.94,-23.78,8.74,,136.78, 
  EV＜당기＞,692.9,586.7,389.8,358.3,280.1,, , 
  EBITDA＜당기＞,16.5,-39.8,-20.6,-15.1,32.0,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
