항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-19,-60,14,151,256,,70, 
  당기순이익(지배)＜당기＞,-7.4,-24.2,5.6,60.3,119.1,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","46,481,770","50,153,846", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,510,445,458,612,"2,180",,256, 
  자본총계(지배)＜당기＞,203.9,177.9,183.4,244.7,"1,070.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","49,131,746","49,131,746", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,46,246,58,284,355,,25, 
  영업활동현금흐름＜당기＞,18.3,98.5,23.3,113.4,164.8,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","46,481,770","50,153,846", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,537,626,525,899,"1,023",,14, 
  매출액＜당기＞,214.8,250.5,209.9,359.4,475.7,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","46,481,770","50,153,846", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,27.36,, , 
  보통주수정주가(기말)＜당기＞,,,,,"7,010","6,320", , 
  EPS＜당기＞,-19,-60,14,151,256,, , 
펼치기 PBR,0.00,0.00,0.00,0.00,3.22,, , 
  보통주수정주가(기말)＜당기＞,,,,,"7,010","6,320", , 
  BPS＜당기＞,510,445,458,612,"2,180",, , 
펼치기 PCR,,,,,19.77,, , 
  보통주수정주가(기말)＜당기＞,,,,,"7,010","6,320", , 
  CPS＜당기＞,46,246,58,284,355,, , 
펼치기 PSR,,,,,6.85,, , 
  보통주수정주가(기말)＜당기＞,,,,,"7,010","6,320", , 
  SPS＜당기＞,537,626,525,899,"1,023",, , 
펼치기 EV/EBITDA,,,,,17.86,, , 
  EV＜당기＞,,,,,"2,934.7",, , 
  EBITDA＜당기＞,56.9,60.9,48.0,112.1,164.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
