항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,121,95,98,108,123,,14, 
  당기순이익(지배)＜당기＞,13.9,11.0,11.3,12.5,14.3,, , 
  보통주수정평균발행주식수＜당기＞,"11,563,700","11,563,700","11,563,700","11,563,700","11,563,700","11,563,700", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,202","3,098","3,033","3,043","3,029",,-0, 
  자본총계(지배)＜당기＞,370.2,358.2,350.8,351.9,350.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,563,700","11,563,700","11,563,700","11,563,700","11,563,700","11,563,700", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,471,407,496,517,383,,-26, 
  영업활동현금흐름＜당기＞,54.4,47.1,57.3,59.8,44.3,, , 
  보통주수정평균발행주식수＜당기＞,"11,563,700","11,563,700","11,563,700","11,563,700","11,563,700","11,563,700", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,387","2,350","2,244","2,114","1,996",,-6, 
  매출액＜당기＞,276.1,271.7,259.5,244.5,230.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,563,700","11,563,700","11,563,700","11,563,700","11,563,700","11,563,700", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,28.70,26.90,31.60,60.64,55.80,,-7.97, 
  보통주수정주가(기말)＜당기＞,"3,460","2,560","3,095","6,530","6,880","8,160", , 
  EPS＜당기＞,121,95,98,108,123,, , 
펼치기 PBR,1.08,0.83,1.02,2.15,2.27,,5.86, 
  보통주수정주가(기말)＜당기＞,"3,460","2,560","3,095","6,530","6,880","8,160", , 
  BPS＜당기＞,"3,202","3,098","3,033","3,043","3,029",, , 
펼치기 PCR,7.35,6.29,6.25,12.62,17.95,,42.26, 
  보통주수정주가(기말)＜당기＞,"3,460","2,560","3,095","6,530","6,880","8,160", , 
  CPS＜당기＞,471,407,496,517,383,, , 
펼치기 PSR,1.45,1.09,1.38,3.09,3.45,,11.58, 
  보통주수정주가(기말)＜당기＞,"3,460","2,560","3,095","6,530","6,880","8,160", , 
  SPS＜당기＞,"2,387","2,350","2,244","2,114","1,996",, , 
펼치기 EV/EBITDA,3.19,2.25,2.66,9.13,11.50,,25.95, 
  EV＜당기＞,214.1,143.6,181.1,540.0,591.0,, , 
  EBITDA＜당기＞,67.2,63.9,68.0,59.1,51.4,, , 
펼치기 DPS,100,100,100,100,100,,0, 
  현금DPS,100,100,100,100,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.89,3.91,3.23,1.53,1.45,,-0.08, 
  현금배당성향(%),82.95,105.09,102.11,92.86,81.11,,-11.75, 
