항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,563",739,777,"1,056",743,,-30, 
  당기순이익(지배)＜당기＞,129.1,61.0,64.2,87.2,61.4,, , 
  보통주수정평균발행주식수＜당기＞,"8,260,000","8,260,000","8,260,000","8,260,000","8,260,000","8,260,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,973","8,598","9,288","10,273","10,832",,5, 
  자본총계(지배)＜당기＞,658.6,699.0,755.1,832.3,877.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,260,000","8,129,773","8,129,773","8,101,903","8,101,903","8,002,597", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,735",67,811,"1,375",142,,-90, 
  영업활동현금흐름＜당기＞,143.3,5.5,67.0,113.6,11.7,, , 
  보통주수정평균발행주식수＜당기＞,"8,260,000","8,260,000","8,260,000","8,260,000","8,260,000","8,260,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"12,872","11,781","12,017","11,884","8,515",,-28, 
  매출액＜당기＞,"1,063.3",973.1,992.6,981.6,703.4,, , 
  보통주수정평균발행주식수＜당기＞,"8,260,000","8,260,000","8,260,000","8,260,000","8,260,000","8,260,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,7.01,10.01,11.83,29.61,32.78,,10.71, 
  보통주수정주가(기말)＜당기＞,"10,950","7,400","9,200","31,250","24,350","12,950", , 
  EPS＜당기＞,"1,563",739,777,"1,056",743,, , 
펼치기 PBR,1.37,0.86,0.99,3.04,2.25,,-26.10, 
  보통주수정주가(기말)＜당기＞,"10,950","7,400","9,200","31,250","24,350","12,950", , 
  BPS＜당기＞,"7,973","8,598","9,288","10,273","10,832",, , 
펼치기 PCR,6.31,110.72,11.34,22.72,171.54,,655.00, 
  보통주수정주가(기말)＜당기＞,"10,950","7,400","9,200","31,250","24,350","12,950", , 
  CPS＜당기＞,"1,735",67,811,"1,375",142,, , 
펼치기 PSR,0.85,0.63,0.77,2.63,2.86,,8.74, 
  보통주수정주가(기말)＜당기＞,"10,950","7,400","9,200","31,250","24,350","12,950", , 
  SPS＜당기＞,"12,872","11,781","12,017","11,884","8,515",, , 
펼치기 EV/EBITDA,14.61,10.76,11.84,31.11,40.91,,31.48, 
  EV＜당기＞,764.2,520.4,683.2,"2,378.4","1,758.7",, , 
  EBITDA＜당기＞,52.3,48.4,57.7,76.4,43.0,, , 
펼치기 DPS,100,100,100,200,100,,-50, 
  현금DPS,100,100,100,200,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.91,1.35,1.09,0.64,0.41,,-0.23, 
  현금배당성향(%),6.40,13.32,12.66,18.59,13.20,,-5.38, 
