항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,617","2,571","3,502","1,040","4,288",,312, 
  당기순이익(지배)＜당기＞,263.2,259.3,371.2,114.4,471.7,, , 
  보통주수정평균발행주식수＜당기＞,"10,059,908","10,085,151","10,598,970","11,000,000","11,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"15,170","17,534","19,970","21,105","25,641",,21, 
  자본총계(지배)＜당기＞,"1,456.9","1,655.3","2,067.6","2,061.5","2,504.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,604,153","9,440,173","10,353,637","9,768,000","9,768,000","9,768,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,368,888,"7,191","1,003","1,801",,80, 
  영업활동현금흐름＜당기＞,37.0,89.6,762.2,110.3,198.1,, , 
  보통주수정평균발행주식수＜당기＞,"10,059,908","10,085,151","10,598,970","11,000,000","11,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"14,891","15,269","16,962","7,864","15,818",,101, 
  매출액＜당기＞,"1,498.0","1,539.9","1,797.8",865.0,"1,740.0",, , 
  보통주수정평균발행주식수＜당기＞,"10,059,908","10,085,151","10,598,970","11,000,000","11,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,7.29,4.68,4.60,26.36,6.26,,-76.24, 
  보통주수정주가(기말)＜당기＞,"19,070","12,024","16,100","27,400","26,850","29,150", , 
  EPS＜당기＞,"2,617","2,571","3,502","1,040","4,288",, , 
펼치기 PBR,1.26,0.69,0.81,1.30,1.05,,-19.34, 
  보통주수정주가(기말)＜당기＞,"19,070","12,024","16,100","27,400","26,850","29,150", , 
  BPS＜당기＞,"15,170","17,534","19,970","21,105","25,641",, , 
펼치기 PCR,51.81,13.54,2.24,27.33,14.91,,-45.46, 
  보통주수정주가(기말)＜당기＞,"19,070","12,024","16,100","27,400","26,850","29,150", , 
  CPS＜당기＞,368,888,"7,191","1,003","1,801",, , 
펼치기 PSR,1.28,0.79,0.95,3.48,1.70,,-51.28, 
  보통주수정주가(기말)＜당기＞,"19,070","12,024","16,100","27,400","26,850","29,150", , 
  SPS＜당기＞,"14,891","15,269","16,962","7,864","15,818",, , 
펼치기 EV/EBITDA,5.43,2.96,1.63,12.56,3.99,,-68.22, 
  EV＜당기＞,"1,756.8","1,021.1",787.6,"2,235.7","2,102.6",, , 
  EBITDA＜당기＞,323.3,344.4,484.0,178.0,526.8,, , 
펼치기 DPS,188,281,400,300,400,,33, 
  현금DPS,188,281,400,300,400,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.98,2.34,2.48,1.09,1.49,,0.39, 
  현금배당성향(%),6.82,10.20,11.16,25.63,8.28,,-17.34, 
