,Cash,Stock,Asset,Signal,CAGR,MDD,Accuracy,Precision
2014-05-01,1000000,[0],1000000,,0,0,0,0
2014-05-02,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-21,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-29,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-05-30,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-02,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2014-06-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
