,Cash,Stock,Asset,Signal,CAGR,MDD,Accuracy,Precision
2000-01-02,1000000,[0],1000000,,0,0,0,0
2000-01-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-21,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-26,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-31,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-02,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-29,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-02,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-21,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-29,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-30,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-31,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-26,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-02,2758,[253],1000000.0,Buy,0.0,0.0,,
2000-05-03,2758,[253],940707.4299999999,Hold,-16.71221581058543,5.929257000000007,,
2000-05-04,2758,[253],943978.72,Hold,-15.724594715380514,5.929257000000007,,
2000-05-05,2758,[253],968413.4600000001,Hold,-9.015096122832455,5.929257000000007,,
2000-05-08,2758,[253],931111.14,Hold,-18.546474192695094,6.8888859999999985,,
2000-05-09,2758,[253],909765.53,Hold,-23.636673394571773,9.023446999999997,,
2000-05-10,2758,[253],859094.6900000001,Hold,-34.93133149464899,14.090530999999995,,
2000-05-11,2758,[253],888151.74,Hold,-28.324979439246757,14.090530999999995,,
2000-05-12,2758,[253],895610.1799999999,Hold,-26.448562272987274,14.090530999999995,,
2000-05-15,2758,[253],915493.4500000001,Hold,-21.376303897322156,14.090530999999995,,
2000-05-16,2758,[253],943303.2100000001,Hold,-14.598665085972717,14.090530999999995,,
2000-05-17,2758,[253],924932.88,Hold,-18.895340316160603,14.090530999999995,,
2000-05-18,2758,[253],898051.63,Hold,-24.909711997326276,14.090530999999995,,
2000-05-19,2758,[253],860529.2000000001,Hold,-32.785995617393624,14.090530999999995,,
2000-05-22,2758,[253],853903.13,Hold,-33.55830300275924,14.609687,,
2000-05-23,2758,[253],803389.15,Hold,-43.03349826277212,19.661084999999996,,
2000-05-24,2758,[253],830222.3300000001,Hold,-37.8060743699098,19.661084999999996,,
2000-05-25,2758,[253],813711.5499999999,Hold,-40.69824620643935,19.661084999999996,,
2000-05-26,2758,[253],813650.8300000001,Hold,-40.495335853038924,19.661084999999996,,
2000-05-30,2758,[253],878006.4400000001,Hold,-27.29097367355258,19.661084999999996,,
2000-05-31,2758,[253],863188.23,Hold,-30.092558585340633,19.661084999999996,,
2000-06-01,2758,[253],909130.5,Hold,-20.56890473580719,19.661084999999996,,
2000-06-02,6486,[252],946182.35,Buy,-12.439544945101366,19.661084999999996,,
2000-06-05,6486,[252],969569.52,Hold,-7.018702542785826,19.661084999999996,,
2000-06-06,6486,[252],953091.24,Hold,-10.632413690053655,19.661084999999996,,
2000-06-07,6486,[252],973979.52,Hold,-5.945372790987435,19.661084999999996,,
2000-06-08,6486,[252],970527.12,Hold,-6.6775598224977255,19.661084999999996,,
2000-06-09,6486,[252],982945.68,Hold,-3.8718064621929837,19.661084999999996,,
2000-06-12,6486,[252],955999.32,Hold,-9.641451380415035,19.661084999999996,,
2000-06-13,6486,[252],976953.12,Hold,-5.087241190986913,19.661084999999996,,
2000-06-14,6486,[252],963433.32,Hold,-7.956455728568102,19.661084999999996,,
2000-06-15,6486,[252],975612.48,Hold,-5.3152161264870434,19.661084999999996,,
2000-06-16,6486,[252],979347.12,Hold,-4.485006418515514,19.661084999999996,,
2000-06-19,6486,[252],1011923.16,Hold,2.5929360701741455,19.661084999999996,,
2000-06-20,6486,[252],1017852.7200000001,Hold,3.872365393680388,19.661084999999996,,
2000-06-21,6486,[252],1030616.52,Hold,6.648756827252056,19.661084999999996,,
2000-06-22,6486,[252],998569.68,Hold,-0.30328365017041614,19.661084999999996,,
2000-06-23,6486,[252],975511.68,Hold,-5.096465625346324,19.661084999999996,,
2000-06-26,6486,[252],992340.24,Hold,-1.581997751254216,19.661084999999996,,
2000-06-27,6486,[252],978943.92,Hold,-4.293539807470459,19.661084999999996,,
2000-06-28,6486,[252],999451.68,Hold,-0.11240402063306121,19.661084999999996,,
2000-06-29,6486,[252],983547.96,Hold,-3.3260763752749223,19.661084999999996,,
2000-06-30,6486,[252],1005945.7200000001,Hold,1.2093439121828586,19.661084999999996,,
2000-07-03,6486,[252],1002034.68,Buy,0.40623475655645613,19.661084999999996,,
2000-07-05,6486,[252],979987.2,Hold,-3.9100222381674654,19.661084999999996,,
2000-07-06,6486,[252],1004549.64,Hold,0.8947601253223247,19.661084999999996,,
