항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),299.2,391.4,362.7,338.9,453.1,33.7
*내수,292.2,,337.9,321.8,,
*수출,7.0,,24.8,17.0,,
매출원가,295.1,450.3,384.5,315.1,435.0,38.0
매출총이익,4.1,-59.0,-21.8,23.7,18.1,-23.8
판매비와관리비,25.0,29.8,27.3,25.0,24.0,-4.0
영업이익,-20.9,-88.8,-49.0,-1.3,-6.0,-363.9
*기타영업손익,,,,,,
영업이익(발표기준),-20.9,-88.8,-49.0,-1.3,-6.0,-363.9
*[구K-IFRS]영업이익,,,,,,
금융수익,4.2,2.0,1.2,0.9,0.7,-22.0
금융원가,0.7,4.8,3.9,3.0,2.9,-2.8
기타영업외손익,-15.3,0.9,-85.1,-1.7,-10.0,-479.2
"종속기업,공동지배기업및관계기업관련손익",-5.4,0.1,-5.0,-5.5,,
법인세비용차감전계속사업이익,-38.1,-90.5,-141.9,-10.7,-18.2,-70.1
법인세비용,9.2,10.7,-6.3,2.6,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-47.3,-101.2,-135.6,-13.3,-18.2,-36.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-47.3,-101.2,-135.6,-13.3,-18.2,-36.5
기타포괄이익,-16.3,-10.7,6.1,-8.7,-1.3,84.7
총포괄이익,-63.5,-111.9,-129.5,-22.0,-19.5,11.3
*주당계속사업이익,-424,-908,"-1,217",-120,-163,-36
*주당순이익,-424,-908,"-1,217",-120,-163,-36
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-424,-908,"-1,217",-120,-163,-36
*(지배주주지분)주당순이익,-424,-908,"-1,217",-120,-163,-36
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
