항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,621.3","1,680.7","1,950.6","2,226.0","2,508.6",12.7
*내수,"1,621.3",,"1,950.6","2,226.0",,
*수출,,,,,,
매출원가,"1,364.2","1,459.3","1,711.0","1,971.8","2,158.1",9.4
매출총이익,257.1,221.4,239.6,254.2,350.5,37.9
판매비와관리비,116.3,107.7,116.1,136.3,159.8,17.2
영업이익,140.8,113.7,123.5,117.9,190.7,61.8
*기타영업손익,,,,,,
영업이익(발표기준),140.8,113.7,123.5,117.9,190.7,61.8
*[구K-IFRS]영업이익,,,,,,
금융수익,5.4,6.7,7.1,6.5,4.4,-32.2
금융원가,7.3,10.9,18.1,15.3,11.6,-24.3
기타영업외손익,1.4,-9.7,-17.5,-21.2,13.5,163.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,140.3,99.7,95.0,87.9,197.1,124.3
법인세비용,27.3,19.4,16.6,12.7,36.3,185.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,113.0,80.4,78.5,75.2,160.7,113.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,113.0,80.4,78.5,75.2,160.7,113.9
기타포괄이익,-10.7,6.9,-3.0,-1.5,0.3,122.8
총포괄이익,102.2,87.3,75.4,73.7,161.1,118.6
*주당계속사업이익,"18,830","13,392","13,076","12,528","26,792",114
*주당순이익,"18,830","13,392","13,076","12,528","26,792",114
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"18,830","13,392","13,076","12,528","26,792",114
*(지배주주지분)주당순이익,"18,830","13,392","13,076","12,528","26,792",114
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
