항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"10,644.3","10,842.7","10,161.5","9,567.6","12,567.5",31.4
*내수,,,"10,161.5","9,567.6",,
*수출,,,,,,
매출원가,"9,834.3","10,035.4","9,223.6","8,690.7","11,414.9",31.4
매출총이익,810.0,807.3,938.0,876.8,"1,152.6",31.4
판매비와관리비,562.7,588.8,695.6,670.4,768.2,14.6
영업이익,247.3,218.5,242.4,206.4,384.4,86.2
*기타영업손익,,,,,,
영업이익(발표기준),247.3,218.5,242.4,206.4,384.4,86.2
*[구K-IFRS]영업이익,,,,,,
금융수익,16.4,10.3,18.1,17.8,39.5,121.3
금융원가,5.8,10.2,34.2,21.0,34.7,65.0
기타영업외손익,76.9,82.7,7.1,-36.6,19.6,153.7
"종속기업,공동지배기업및관계기업관련손익",,-11.9,-12.8,-18.9,-80.3,-324.9
법인세비용차감전계속사업이익,334.7,289.5,220.5,147.8,328.5,122.3
법인세비용,44.5,-141.3,45.4,25.5,67.0,163.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,290.2,430.8,175.1,122.3,261.6,113.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,290.2,430.8,175.1,122.3,261.6,113.8
기타포괄이익,73.2,-18.8,4.2,-26.2,23.9,191.2
총포괄이익,363.5,412.0,179.3,96.1,285.5,197.1
*주당계속사업이익,"7,256","10,769","4,379","3,058","6,539",114
*주당순이익,"7,256","10,769","4,379","3,058","6,539",114
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"7,256","10,769","4,379","3,058","6,539",114
*(지배주주지분)주당순이익,"7,256","10,769","4,379","3,058","6,539",114
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
