항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,970.2","2,119.4","2,213.1","2,159.5","2,210.4",2.4
*내수,"1,748.4",,"1,976.0","1,938.0",,
*수출,221.8,,237.1,221.5,,
매출원가,851.6,864.6,927.2,907.6,983.8,8.4
매출총이익,"1,118.6","1,254.8","1,285.9","1,251.9","1,226.6",-2.0
판매비와관리비,801.4,877.3,941.1,850.7,894.3,5.1
영업이익,317.2,377.5,344.8,401.3,332.3,-17.2
*기타영업손익,,,,,,
영업이익(발표기준),317.2,377.5,344.8,401.3,332.3,-17.2
*[구K-IFRS]영업이익,,,,,,
금융수익,9.4,36.3,52.1,29.0,86.6,198.9
금융원가,47.4,16.6,24.2,77.3,7.6,-90.1
기타영업외손익,-1.9,-12.5,-0.3,-10.9,-24.0,-118.9
"종속기업,공동지배기업및관계기업관련손익",7.8,14.7,13.0,14.6,7.6,-47.7
법인세비용차감전계속사업이익,285.2,399.4,385.3,356.5,394.8,10.8
법인세비용,6.5,82.7,76.2,90.4,108.3,19.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,278.6,316.7,309.2,266.1,286.5,7.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,278.6,316.7,309.2,266.1,286.5,7.7
기타포괄이익,-0.2,0.0,0.0,-4.1,0.4,109.0
총포괄이익,278.4,316.7,309.2,262.0,286.9,9.5
*주당계속사업이익,"1,882","2,139","2,087","1,794","1,930",8
*주당순이익,"1,882","2,139","2,087","1,794","1,930",8
*희석주당계속사업이익,,,"2,086","1,787","1,918",7
*희석주당순이익,,,"2,086","1,787","1,918",7
*(지배주주지분)주당계속사업이익,"1,882","2,139","2,087","1,794","1,930",8
*(지배주주지분)주당순이익,"1,882","2,139","2,087","1,794","1,930",8
*(지배주주지분)희석주당계속사업이익,,,"2,086","1,787","1,918",7
*(지배주주지분)희석주당순이익,,,"2,086","1,787","1,918",7
