항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"1,491.1","8,117.3","8,456.6","8,495.5","9,300.0","10,427.5",9.5,12.1
*내수,,,"8,456.6","8,495.5",,,,
*수출,,,,,,,,
매출원가,"1,373.8","7,407.5","7,709.0","7,806.6","8,543.5",,9.4,
매출총이익,117.4,709.8,747.6,688.8,756.5,906.3,9.8,19.8
판매비와관리비,64.7,320.0,336.5,301.3,356.9,,18.4,
영업이익,52.6,389.8,411.1,387.5,399.7,390.8,3.1,-2.2
*기타영업손익,,,,,,,,
영업이익(발표기준),52.6,389.8,411.1,387.5,399.7,,3.1,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,3.5,24.6,40.7,15.9,6.1,,-61.7,
금융원가,4.0,34.9,15.8,6.3,8.8,,38.9,
기타영업외손익,-23.4,-33.5,21.6,-16.4,46.2,,381.9,
"종속기업,공동지배기업및관계기업관련손익",,,,,,,,
법인세비용차감전계속사업이익,28.8,346.0,457.6,380.7,443.2,369.0,16.4,-16.7
법인세비용,4.3,112.3,-72.4,82.0,96.6,,17.8,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,24.5,233.7,530.0,298.7,346.6,,16.0,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,24.5,233.7,530.0,298.7,346.6,283.3,16.0,-18.3
기타포괄이익,8.7,-5.4,-70.4,36.7,-42.7,,-216.3,
총포괄이익,33.1,228.3,459.6,335.4,303.9,,-9.4,
*주당계속사업이익,187,"2,205","3,720","1,975","2,291",,16,
*주당순이익,187,"2,205","3,720","1,975","2,291",,16,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,187,"2,205","3,720","1,975","2,291",,16,
*(지배주주지분)주당순이익,187,"2,205","3,720","1,975","2,291","1,996",16,-13
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
