항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,108.4","1,076.6","1,142.4",868.9,"1,173.5",35.0
*내수,350.3,,332.6,310.8,,
*수출,758.1,,809.8,558.2,,
매출원가,981.2,996.8,"1,029.4",775.2,"1,062.8",37.1
매출총이익,127.2,79.8,112.9,93.8,110.6,18.0
판매비와관리비,69.7,57.6,64.2,63.8,79.1,24.0
영업이익,57.5,22.2,48.8,30.0,31.6,5.3
*기타영업손익,,,,,,
영업이익(발표기준),57.5,22.2,48.8,30.0,31.6,5.3
*[구K-IFRS]영업이익,,,,,,
금융수익,33.4,53.8,48.9,48.8,56.5,15.8
금융원가,15.2,10.5,8.9,13.5,4.7,-65.2
기타영업외손익,2.8,348.3,-98.4,20.3,-18.3,-190.3
"종속기업,공동지배기업및관계기업관련손익",148.8,103.1,213.5,149.8,230.8,54.1
법인세비용차감전계속사업이익,227.2,517.0,203.9,235.4,295.9,25.7
법인세비용,23.1,74.5,-21.3,73.4,52.1,-28.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,204.1,442.5,225.2,162.0,243.8,50.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,204.1,442.5,225.2,162.0,243.8,50.4
기타포괄이익,480.8,-137.0,132.6,580.6,"1,109.3",91.1
총포괄이익,684.9,305.5,357.8,742.6,"1,353.0",82.2
*주당계속사업이익,"18,171","39,390","20,048","14,424","21,701",50
*주당순이익,"18,171","39,390","20,048","14,424","21,701",50
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"18,171","39,390","20,048","14,424","21,701",50
*(지배주주지분)주당순이익,"18,171","39,390","20,048","14,424","21,701",50
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
