항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
영업수익,"33,179.0","35,245.5","36,736.0","41,182.2","35,445.7",-13.9
영업비용,"32,168.4","34,032.7","37,445.4","41,492.3","34,151.6",-17.7
영업이익,"1,010.6","1,212.8",-709.4,-310.1,"1,294.0",517.3
영업외수익,15.0,16.9,17.1,38.9,305.0,683.7
영업외비용,13.1,18.7,27.4,54.2,34.1,-37.0
법인세비용차감전계속사업이익,"1,012.6","1,211.0",-719.8,-325.4,"1,564.9",580.9
법인세비용,266.1,297.9,-208.1,-83.2,366.1,539.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,746.5,913.1,-511.7,-242.2,"1,198.8",595.1
중단사업이익,,,,,,
*중단사업이익법인세효과,,,,,,
당기순이익,746.5,913.1,-511.7,-242.2,"1,198.8",595.1
기타포괄이익,-246.9,-236.8,823.5,76.6,-551.6,-820.3
총포괄이익,499.5,676.3,311.9,-165.6,647.2,490.9
*주당계속사업이익,540,666,-325,-87,379,536
*주당순이익,540,666,-325,-87,379,536
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,540,666,-325,-87,379,536
*(지배주주지분)주당순이익,540,666,-325,-87,379,536
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
