항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,075.8","1,240.3","1,273.7","1,229.1","1,822.4",48.3
*내수,979.8,,"1,181.4","1,153.1",,
*수출,96.1,,92.3,76.0,,
매출원가,"1,010.0","1,193.3","1,212.5","1,170.2","1,676.4",43.3
매출총이익,65.8,47.0,61.2,58.9,145.9,147.6
판매비와관리비,55.2,49.8,51.3,60.2,67.2,11.6
영업이익,10.6,-2.8,9.8,-1.3,78.7,"6,284.9"
*기타영업손익,,,,,,
영업이익(발표기준),10.6,-2.8,9.8,-1.3,78.7,"6,284.9"
*[구K-IFRS]영업이익,,,,,,
금융수익,1.9,2.1,1.6,1.8,1.7,-1.4
금융원가,0.0,0.0,0.1,0.1,0.1,5.3
기타영업외손익,3.2,4.7,3.7,12.9,9.8,-24.3
"종속기업,공동지배기업및관계기업관련손익",1.1,1.4,-1.2,-10.2,,
법인세비용차감전계속사업이익,16.7,5.4,13.9,3.1,90.2,"2,794.5"
법인세비용,3.0,4.0,2.7,0.1,7.7,"9,678.3"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,13.7,1.4,11.2,3.0,82.5,"2,616.4"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,13.7,1.4,11.2,3.0,82.5,"2,616.4"
기타포괄이익,-7.8,-3.9,-14.6,0.9,22.5,"2,322.8"
총포괄이익,5.9,-2.5,-3.5,4.0,105.1,"2,547.6"
*주당계속사업이익,91,9,74,20,542,"2,610"
*주당순이익,91,9,74,20,542,"2,610"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,91,9,74,20,542,"2,610"
*(지배주주지분)주당순이익,91,9,74,20,542,"2,610"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
