항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"65,966.7","68,833.2","66,948.1","75,819.3","99,767.8","115,873.5",31.6,16.1
*내수,,,"18,677.4",,,,,
*수출,,,"50,592.8",,,,,
매출원가,"55,279.3","59,793.2","57,435.7","65,467.7","87,204.8",,33.2,
매출총이익,"10,687.4","9,040.0","9,512.4","10,351.5","12,563.0","14,919.9",21.4,18.8
판매비와관리비,"1,739.9","1,392.8","1,459.1","1,377.7","1,601.5",,16.3,
영업이익,"8,947.5","7,647.2","8,053.3","8,973.9","10,961.5","13,000.0",22.1,18.6
*기타영업손익,,,,,,,,
영업이익(발표기준),"8,947.5","7,647.2","8,053.3","8,973.9","10,961.5",,22.1,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,813.7,749.1,"1,027.4",854.8,"2,197.2",,157.0,
금융원가,542.1,751.0,344.1,"1,673.3","1,734.0",,3.6,
기타영업외손익,33.2,65.2,-28.1,-25.9,-62.1,,-139.3,
"종속기업,공동지배기업및관계기업관련손익",5.1,-23.2,15.5,-5.3,28.2,,627.8,
법인세비용차감전계속사업이익,"9,257.3","7,687.3","8,724.0","8,124.1","11,390.8","12,579.6",40.2,10.4
법인세비용,"2,917.0","2,339.2","2,337.9","2,375.8","3,279.7",,38.0,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,"6,340.3","5,348.1","6,386.1","5,748.3","8,111.1",,41.1,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,"6,340.3","5,348.1","6,386.1","5,748.3","8,111.1","8,946.9",41.1,10.3
기타포괄이익,-325.3,-862.8,209.4,-709.1,964.7,,236.0,
총포괄이익,"6,015.0","4,485.3","6,595.6","5,039.2","9,075.8",,80.1,
*주당계속사업이익,"35,591","29,841","35,811","32,418","45,648",,41,
*주당순이익,"35,591","29,841","35,811","32,418","45,648",,41,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"35,591","29,841","35,811","32,418","45,648",,41,
*(지배주주지분)주당순이익,"35,591","29,841","35,811","32,418","45,648","47,987",41,5
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
