항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,950.1","1,864.1","2,205.2","2,084.6","1,960.7",-6.0
*내수,"1,263.2",,"1,566.9","1,499.5",,
*수출,686.9,,638.3,585.1,,
매출원가,"1,261.7","1,249.7","1,407.4","1,350.0","1,381.3",2.3
매출총이익,688.4,614.4,797.7,734.6,579.4,-21.1
판매비와관리비,658.1,636.3,697.9,730.8,718.1,-1.7
영업이익,30.3,-21.9,99.8,3.8,-138.8,"-3,738.1"
*기타영업손익,,,,,,
영업이익(발표기준),30.3,-21.9,99.8,3.8,-138.8,"-3,738.1"
*[구K-IFRS]영업이익,,,,,,
금융수익,0.9,1.4,0.0,0.0,0.0,-6.1
금융원가,4.6,2.7,2.5,2.5,2.1,-17.5
기타영업외손익,1.3,-43.3,-3.3,1.1,-0.6,-153.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,27.9,-66.5,94.0,2.4,-141.4,"-5,962.2"
법인세비용,9.2,-5.5,43.7,3.7,-25.6,-784.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,18.7,-61.0,50.3,-1.3,-115.8,"-8,600.7"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,18.7,-61.0,50.3,-1.3,-115.8,"-8,600.7"
기타포괄이익,13.7,-19.4,-8.8,-11.9,20.4,271.6
총포괄이익,32.4,-80.4,41.5,-13.2,-95.5,-623.6
*주당계속사업이익,10,-33,28,-1,-63,"-6,200"
*주당순이익,10,-33,28,-1,-63,"-6,200"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,10,-33,28,-1,-63,"-6,200"
*(지배주주지분)주당순이익,10,-33,28,-1,-63,"-6,200"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
