항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"12,285.3","11,338.2","10,217.1","10,961.3","20,303.1","25,376.7",85.2,25.0
*내수,,,,,,,,
*수출,,,,,,,,
매출원가,"11,223.3","10,725.1","9,371.9","9,605.7","17,571.4",,82.9,
매출총이익,"1,062.0",613.1,845.3,"1,355.6","2,731.7","3,032.0",101.5,11.0
판매비와관리비,590.9,567.6,425.0,537.6,713.6,,32.8,
영업이익,471.2,45.5,420.3,818.1,"2,018.0","2,197.0",146.7,8.9
*기타영업손익,,,,,,,,
영업이익(발표기준),471.2,45.5,420.3,818.1,"2,018.0",,146.7,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,32.5,30.5,38.0,31.8,71.6,,125.5,
금융원가,48.8,31.5,40.4,41.3,28.8,,-30.3,
기타영업외손익,-55.2,-168.6,-59.1,-113.2,26.5,,123.4,
"종속기업,공동지배기업및관계기업관련손익",,0.8,9.1,13.6,114.8,,746.4,
법인세비용차감전계속사업이익,399.7,-123.2,367.9,708.9,"2,202.2","2,279.3",210.7,3.5
법인세비용,103.4,-2.0,75.5,178.1,565.4,,217.5,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,296.3,-121.2,292.4,530.8,"1,636.8",,208.4,
중단사업이익,,-56.7,3.9,,,,,
*중단사업법인세효과,,,-28.6,,,,,
당기순이익,296.3,-177.9,296.2,530.8,"1,636.8","1,707.7",208.4,4.3
기타포괄이익,-18.6,1.1,-18.6,-45.9,57.1,,224.4,
총포괄이익,277.6,-176.7,277.6,484.9,"1,693.9",,249.3,
*주당계속사업이익,"1,370",,"1,304","2,232","6,563",,194,
*주당순이익,"1,370",-761,"1,340","2,232","6,563",,194,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"1,370",,"1,304","2,232","6,563",,194,
*(지배주주지분)주당순이익,"1,370",-761,"1,340","2,232","6,563","6,320",194,-4
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
