항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,916.6","2,013.4","1,917.1","2,152.9","1,706.6",-20.7
*내수,957.7,,"1,076.2","1,148.5",,
*수출,958.9,,840.8,"1,004.4",,
매출원가,"1,370.4","1,520.8","1,509.9","1,628.2","1,353.0",-16.9
매출총이익,546.2,492.6,407.2,524.6,353.6,-32.6
판매비와관리비,300.4,319.9,345.2,438.0,419.9,-4.2
영업이익,245.9,172.7,61.9,86.6,-66.2,-176.5
*기타영업손익,,,,,,
영업이익(발표기준),245.9,172.7,61.9,86.6,-66.2,-176.5
*[구K-IFRS]영업이익,,,,,,
금융수익,0.0,21.3,34.3,100.5,21.7,-78.4
금융원가,17.7,21.2,28.2,54.3,61.3,12.9
기타영업외손익,14.5,3.7,2.4,9.7,8.7,-11.0
"종속기업,공동지배기업및관계기업관련손익",,,-0.7,-2.2,-2.1,3.8
법인세비용차감전계속사업이익,242.6,176.4,69.8,140.3,-99.3,-170.8
법인세비용,63.0,45.3,17.0,46.3,-24.4,-152.7
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,179.6,131.2,52.9,94.0,-75.0,-179.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,179.6,131.2,52.9,94.0,-75.0,-179.7
기타포괄이익,-10.7,3.6,-3.5,-1.2,-4.7,-290.3
총포괄이익,168.9,134.8,49.3,92.8,-79.7,-185.8
*주당계속사업이익,751,549,221,393,-314,-180
*주당순이익,751,549,221,393,-314,-180
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,751,549,221,393,-314,-180
*(지배주주지분)주당순이익,751,549,221,393,-314,-180
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
