항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"13,329.1","22,024.0","29,018.3","47,329.4","60,869.8",28.6
*내수,,,,,,
*수출,,,,,,
매출원가,"7,490.3","15,706.2","19,980.1","32,473.7","42,404.8",30.6
매출총이익,"5,838.9","6,317.8","9,038.2","14,855.7","18,465.0",24.3
판매비와관리비,"2,536.8","3,077.2","3,962.9","4,701.8","5,892.6",25.3
영업이익,"3,302.0","3,240.5","5,075.4","10,153.9","12,572.3",23.8
*기타영업손익,,,,,,
영업이익(발표기준),"3,302.0","3,240.5","5,075.4","10,153.9","12,572.3",23.8
*[구K-IFRS]영업이익,,,,,,
금융수익,32.4,25.0,32.1,18.1,31.5,74.0
금융원가,61.3,109.4,74.6,78.7,99.3,26.2
기타영업외손익,82.2,46.1,7.6,-75.0,31.7,142.3
"종속기업,공동지배기업및관계기업관련손익",83.2,42.6,293.7,286.0,451.5,57.8
법인세비용차감전계속사업이익,"3,438.5","3,244.8","5,334.2","10,304.4","12,987.7",26.0
법인세비용,"1,017.2","1,020.8","1,378.7","3,509.9","3,845.9",9.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"2,421.3","2,224.0","3,955.5","6,794.5","9,141.9",34.5
중단사업이익,10.2,30.0,3.2,,,
*중단사업법인세효과,2.9,-0.0,0.9,,,
당기순이익,"2,431.4","2,254.0","3,958.7","6,794.5","9,141.9",34.5
기타포괄이익,453.3,43.7,-787.8,-314.7,610.5,294.0
총포괄이익,"2,884.7","2,297.8","3,170.8","6,479.8","9,752.4",50.5
*주당계속사업이익,"2,625","2,481","4,276","6,370","8,693",36
*주당순이익,"2,648","2,551","4,283","6,370","8,693",36
*희석주당계속사업이익,,,,"5,448","8,127",49
*희석주당순이익,,,,"5,448","8,127",49
*(지배주주지분)주당계속사업이익,"2,625","2,481","4,276","6,370","8,693",36
*(지배주주지분)주당순이익,"2,648","2,551","4,283","6,370","8,693",36
*(지배주주지분)희석주당계속사업이익,,,,"5,448","8,127",49
*(지배주주지분)희석주당순이익,,,,"5,448","8,127",49
