항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,644.8","1,772.4","1,776.5","1,895.2","2,044.3",7.9
*내수,"1,644.9",,"1,776.5","1,895.2",,
*수출,,,,,,
매출원가,"1,479.6","1,485.6","1,468.4","1,495.8","1,775.4",18.7
매출총이익,165.2,286.8,308.1,399.4,269.0,-32.6
판매비와관리비,158.0,186.4,167.1,188.8,136.1,-27.9
영업이익,7.2,100.4,141.0,210.6,132.9,-36.9
*기타영업손익,,,,,,
영업이익(발표기준),7.2,100.4,141.0,210.6,132.9,-36.9
*[구K-IFRS]영업이익,,,,,,
금융수익,11.5,7.2,9.2,12.4,10.0,-19.0
금융원가,53.9,55.8,55.5,42.0,26.6,-36.8
기타영업외손익,4.2,-0.1,1.8,-9.0,0.8,109.3
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-31.0,51.7,96.6,171.9,117.2,-31.8
법인세비용,-6.2,-1.5,-15.7,39.1,14.7,-62.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-24.8,53.2,112.2,132.8,102.4,-22.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-24.8,53.2,112.2,132.8,102.4,-22.9
기타포괄이익,-1.6,29.6,-1.5,17.7,-0.7,-103.8
총포괄이익,-26.4,82.7,110.7,150.5,101.8,-32.4
*주당계속사업이익,-105,180,380,322,178,-45
*주당순이익,-105,180,380,322,178,-45
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-105,180,380,322,178,-45
*(지배주주지분)주당순이익,-105,180,380,322,178,-45
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
