항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,775.5","1,852.5","1,914.8","1,762.1","2,071.4",17.6
*내수,"1,775.5",,"1,914.8","1,762.1",,
*수출,,,,,,
매출원가,"1,600.2","1,675.5","1,738.1","1,598.9","1,894.7",18.5
매출총이익,175.3,177.1,176.7,163.2,176.7,8.3
판매비와관리비,150.5,114.7,124.7,127.8,133.8,4.7
영업이익,24.8,62.4,52.0,35.3,42.9,21.4
*기타영업손익,,,,,,
영업이익(발표기준),24.8,62.4,52.0,35.3,42.9,21.4
*[구K-IFRS]영업이익,,,,,,
금융수익,14.8,11.0,11.2,15.2,16.6,8.8
금융원가,13.7,15.8,12.0,14.5,18.7,28.8
기타영업외손익,-3.9,6.4,2.9,-2.6,9.5,469.5
"종속기업,공동지배기업및관계기업관련손익",35.0,25.1,27.1,28.0,39.2,40.3
법인세비용차감전계속사업이익,57.0,89.2,81.2,61.5,89.5,45.6
법인세비용,6.9,15.3,13.7,8.7,13.3,53.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,50.2,73.9,67.6,52.8,76.2,44.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,50.2,73.9,67.6,52.8,76.2,44.3
기타포괄이익,-8.2,-7.2,-4.7,-3.1,5.3,274.0
총포괄이익,42.0,66.6,62.9,49.7,81.6,64.0
*주당계속사업이익,348,513,469,367,529,44
*주당순이익,348,513,469,367,529,44
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,348,513,469,367,529,44
*(지배주주지분)주당순이익,348,513,469,367,529,44
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
