항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"3,120.7","3,000.6","2,700.9","2,607.1","3,225.9",23.7
*내수,,,"2,595.7","2,516.7",,
*수출,,,105.2,90.3,,
매출원가,"2,854.1","2,623.8","2,293.3","2,272.8","2,791.6",22.8
매출총이익,266.7,376.8,407.6,334.2,434.4,30.0
판매비와관리비,294.1,281.7,273.5,287.2,312.2,8.7
영업이익,-27.5,95.1,134.1,47.0,122.2,159.8
*기타영업손익,,,,,,
영업이익(발표기준),-27.5,95.1,134.1,47.0,122.2,159.8
*[구K-IFRS]영업이익,,,,,,
금융수익,0.2,0.2,0.6,0.6,2.0,244.1
금융원가,7.7,11.9,10.6,4.7,8.4,76.4
기타영업외손익,5.4,7.1,5.8,2.1,13.5,555.4
"종속기업,공동지배기업및관계기업관련손익",-8.4,0.6,8.0,-0.5,4.3,979.9
법인세비용차감전계속사업이익,-37.9,91.0,137.9,44.4,133.6,200.8
법인세비용,-8.3,-15.2,30.0,11.3,33.1,193.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-29.7,106.2,107.9,33.1,100.5,203.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-29.7,106.2,107.9,33.1,100.5,203.3
기타포괄이익,-7.1,-8.8,-6.0,0.4,-1.8,-531.0
총포괄이익,-36.8,97.5,101.9,33.6,98.7,194.1
*주당계속사업이익,-29,90,100,31,97,213
*주당순이익,-29,90,100,31,97,213
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-29,90,100,31,97,213
*(지배주주지분)주당순이익,-29,90,100,31,97,213
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
