항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),671.8,882.3,764.9,619.9,678.1,9.4
*내수,664.9,,723.7,583.5,,
*수출,6.8,,41.2,36.4,,
매출원가,553.5,738.2,651.1,539.5,585.0,8.4
매출총이익,118.2,144.2,113.8,80.5,93.1,15.7
판매비와관리비,89.2,96.4,100.7,102.2,100.8,-1.4
영업이익,29.1,47.8,13.1,-21.8,-7.7,64.6
*기타영업손익,,,,,,
영업이익(발표기준),29.1,47.8,13.1,-21.8,-7.7,64.6
*[구K-IFRS]영업이익,,,,,,
금융수익,1.5,1.5,2.8,1.8,1.8,-0.9
금융원가,2.7,2.8,6.3,6.3,15.2,141.0
기타영업외손익,5.9,3.6,4.2,2.9,1.9,-34.8
"종속기업,공동지배기업및관계기업관련손익",8.9,-15.0,-34.5,-15.7,-12.7,19.1
법인세비용차감전계속사업이익,42.7,35.1,-20.7,-39.1,-32.0,18.2
법인세비용,-1.6,1.9,-5.8,1.1,-19.9,"-1,834.9"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,44.3,33.2,-14.9,-40.2,-12.0,70.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,44.3,33.2,-14.9,-40.2,-12.0,70.1
기타포괄이익,-5.8,-4.9,-4.1,6.3,-0.8,-112.8
총포괄이익,38.5,28.3,-19.0,-33.9,-12.8,62.2
*주당계속사업이익,"1,222",915,-411,"-1,109",-332,70
*주당순이익,"1,222",915,-411,"-1,109",-332,70
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,222",915,-411,"-1,109",-332,70
*(지배주주지분)주당순이익,"1,222",915,-411,"-1,109",-332,70
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
