항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),70.8,75.7,98.0,102.2,104.8,2.6
*내수,70.8,75.7,98.0,102.2,,
*수출,,,,,,
매출원가,65.8,67.6,87.2,94.1,85.2,-9.4
매출총이익,4.9,8.1,10.7,8.1,19.6,141.2
판매비와관리비,20.3,-1.1,33.2,60.7,98.9,62.9
영업이익,-15.3,9.2,-22.5,-52.6,-79.3,-50.8
*기타영업손익,,,,,,
영업이익(발표기준),-15.3,9.2,-22.5,-52.6,-79.3,-50.8
*[구K-IFRS]영업이익,,,,,,
금융수익,0.5,1.3,196.8,209.9,"1,348.8",542.5
금융원가,1.3,0.2,44.6,409.3,110.6,-73.0
기타영업외손익,4.1,4.5,1.5,-200.2,-48.2,75.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-12.1,14.8,131.2,-452.2,"1,110.6",345.6
법인세비용,,-1.9,,-1.4,169.4,"12,129.5"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-12.1,16.6,131.2,-450.8,941.2,308.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-12.1,16.6,131.2,-450.8,941.2,308.8
기타포괄이익,-0.0,0.0,0.1,0.0,,
총포괄이익,-12.1,16.7,131.3,-450.8,941.2,308.8
*주당계속사업이익,-55,73,410,"-1,090","1,753",261
*주당순이익,-55,73,410,"-1,090","1,753",261
*희석주당계속사업이익,,,-18,,"1,584",
*희석주당순이익,,,-18,,"1,584",
*(지배주주지분)주당계속사업이익,-55,73,410,"-1,090","1,753",261
*(지배주주지분)주당순이익,-55,73,410,"-1,090","1,753",261
*(지배주주지분)희석주당계속사업이익,,,-18,,"1,584",
*(지배주주지분)희석주당순이익,,,-18,,"1,584",
