항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,105.4","2,197.5","2,118.5","2,003.3","2,413.9",20.5
*내수,"1,551.0",,"1,737.1","1,609.4",,
*수출,554.3,,381.4,393.9,,
매출원가,"1,408.8","1,445.5","1,365.2","1,231.1","1,572.7",27.7
매출총이익,696.6,752.1,753.2,772.2,841.2,8.9
판매비와관리비,396.2,441.8,496.5,462.3,460.7,-0.3
영업이익,300.4,310.2,256.7,309.9,380.5,22.8
*기타영업손익,,,,,,
영업이익(발표기준),300.4,310.2,256.7,309.9,380.5,22.8
*[구K-IFRS]영업이익,,,,,,
금융수익,6.7,7.6,7.6,5.5,5.1,-7.6
금융원가,,,0.1,0.1,0.1,-39.5
기타영업외손익,8.0,6.5,9.2,16.8,7.0,-58.3
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,315.2,324.3,273.5,332.1,392.5,18.2
법인세비용,72.7,74.7,63.2,122.0,102.1,-16.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,242.4,249.6,210.3,210.1,290.5,38.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,242.4,249.6,210.3,210.1,290.5,38.2
기타포괄이익,-0.7,-1.9,-6.0,-0.5,5.1,"1,165.3"
총포괄이익,241.8,247.7,204.3,209.6,295.6,41.0
*주당계속사업이익,"18,649","19,200","16,174","16,162","22,343",38
*주당순이익,"18,649","19,200","16,174","16,162","22,343",38
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"18,649","19,200","16,174","16,162","22,343",38
*(지배주주지분)주당순이익,"18,649","19,200","16,174","16,162","22,343",38
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
