항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"23,962.9","25,634.8","24,885.6","24,712.3","31,073.1",25.7
*내수,"15,883.3","16,527.1","16,874.8","16,520.4",,
*수출,"8,079.6","9,107.7","8,010.8","8,191.9",,
매출원가,"19,749.2","20,813.7","20,251.3","19,511.2","23,782.8",21.9
매출총이익,"4,213.7","4,821.1","4,634.3","5,201.1","7,290.3",40.2
판매비와관리비,"3,225.5","3,436.5","3,840.5","3,497.7","3,773.3",7.9
영업이익,988.3,"1,384.6",793.8,"1,703.4","3,517.0",106.5
*기타영업손익,,,,,,
영업이익(발표기준),988.3,"1,384.6",793.8,"1,703.4","3,517.0",106.5
*[구K-IFRS]영업이익,,,,,,
금융수익,154.1,206.0,242.5,275.2,309.6,12.5
금융원가,430.1,298.0,357.0,410.1,301.4,-26.5
기타영업외손익,100.9,-85.7,-31.7,-101.4,-104.0,-2.7
"종속기업,공동지배기업및관계기업관련손익",80.5,86.2,162.7,239.7,27.6,-88.5
법인세비용차감전계속사업이익,893.6,"1,293.1",810.2,"1,706.8","3,448.7",102.1
법인세비용,221.7,268.0,189.8,274.2,707.9,158.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,671.9,"1,025.1",620.4,"1,432.6","2,740.9",91.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,671.9,"1,025.1",620.4,"1,432.6","2,740.9",91.3
기타포괄이익,-3.7,-272.3,-84.8,191.5,776.3,305.3
총포괄이익,668.1,752.8,535.6,"1,624.2","3,517.2",116.5
*주당계속사업이익,"4,871","9,043","3,987","13,218","30,711",132
*주당순이익,"4,871","9,043","3,987","13,218","30,711",132
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"4,871","9,043","3,987","13,218","30,711",132
*(지배주주지분)주당순이익,"4,871","9,043","3,987","13,218","30,711",132
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
