항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,729.5","5,260.7","5,119.1","5,763.7","5,537.6",-3.9
*내수,,,,"4,675.0",,
*수출,,,,"1,088.6",,
매출원가,"4,887.2","4,167.5","4,098.6","4,565.7","4,390.2",-3.8
매출총이익,842.4,"1,093.3","1,020.5","1,198.0","1,147.5",-4.2
판매비와관리비,287.1,308.6,367.5,437.2,492.6,12.7
영업이익,555.2,784.7,653.0,760.7,654.8,-13.9
*기타영업손익,,,,,,
영업이익(발표기준),555.2,784.7,653.0,760.7,654.8,-13.9
*[구K-IFRS]영업이익,,,,,,
금융수익,5.1,"1,378.6",51.1,40.4,62.8,55.4
금융원가,1.3,1.6,8.5,9.1,10.2,12.2
기타영업외손익,46.8,-1.7,-17.3,-42.9,53.0,223.6
"종속기업,공동지배기업및관계기업관련손익",145.6,723.3,164.8,82.0,86.5,5.5
법인세비용차감전계속사업이익,751.4,"2,883.2",843.1,831.1,847.0,1.9
법인세비용,164.5,759.1,272.7,257.0,209.4,-18.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,586.9,"2,124.1",570.4,574.2,637.6,11.0
중단사업이익,263.5,,,,,
*중단사업법인세효과,74.7,,,,,
당기순이익,850.4,"2,124.1",570.4,574.2,637.6,11.0
기타포괄이익,160.9,-496.7,370.9,979.8,287.1,-70.7
총포괄이익,"1,011.3","1,627.4",941.3,"1,554.0",924.7,-40.5
*주당계속사업이익,"1,712","15,789","3,912","3,851","4,200",9
*주당순이익,"2,671","15,789","3,912","3,851","4,200",9
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,712","15,789","3,912","3,851","4,200",9
*(지배주주지분)주당순이익,"2,671","15,789","3,912","3,851","4,200",9
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
