항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,907.0","2,038.3","2,046.0","1,527.2","1,868.3",22.3
*내수,897.5,,991.6,718.3,,
*수출,"1,009.4",,"1,054.4",809.0,,
매출원가,"1,768.5","1,933.3","1,958.2","1,424.0","1,799.2",26.4
매출총이익,138.5,105.0,87.7,103.2,69.0,-33.1
판매비와관리비,162.0,173.6,177.0,148.3,162.5,9.6
영업이익,-23.5,-68.6,-89.3,-45.1,-93.5,-107.3
*기타영업손익,,,,,,
영업이익(발표기준),-23.5,-68.6,-89.3,-45.1,-93.5,-107.3
*[구K-IFRS]영업이익,,,,,,
금융수익,0.7,2.1,6.6,0.6,0.0,-99.0
금융원가,72.7,88.7,84.9,75.8,66.6,-12.2
기타영업외손익,-7.1,-50.1,-66.6,-8.5,52.6,721.0
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-102.6,-205.3,-234.2,-128.7,-107.5,16.5
법인세비용,-1.8,7.9,-18.3,5.6,10.0,76.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-100.8,-213.2,-215.9,-134.4,-117.4,12.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-100.8,-213.2,-215.9,-134.4,-117.4,12.6
기타포괄이익,1.0,-7.5,-20.2,4.2,31.4,646.5
총포괄이익,-99.7,-220.6,-236.0,-130.2,-86.0,33.9
*주당계속사업이익,-415,-601,-510,-310,-268,14
*주당순이익,-415,-601,-510,-310,-268,14
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-415,-601,-510,-310,-268,14
*(지배주주지분)주당순이익,-415,-601,-510,-310,-268,14
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
