항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),612.8,716.4,741.1,773.3,"1,047.7",35.5
*내수,,,571.3,649.2,,
*수출,,,169.9,124.1,,
매출원가,545.9,647.8,688.9,722.9,953.2,31.9
매출총이익,66.8,68.6,52.2,50.4,94.5,87.4
판매비와관리비,30.9,36.8,42.1,48.5,37.3,-23.1
영업이익,35.9,31.8,10.1,1.9,57.1,"2,952.0"
*기타영업손익,,,,,,
영업이익(발표기준),35.9,31.8,10.1,1.9,57.1,"2,952.0"
*[구K-IFRS]영업이익,,,,,,
금융수익,0.8,2.6,3.6,2.0,3.7,88.1
금융원가,12.9,6.4,6.3,7.5,3.3,-56.0
기타영업외손익,3.6,1.7,2.1,9.2,9.4,1.9
"종속기업,공동지배기업및관계기업관련손익",,1.3,2.4,0.4,3.9,818.4
법인세비용차감전계속사업이익,27.5,31.1,12.0,6.0,70.8,"1,088.3"
법인세비용,6.8,8.8,2.3,1.1,12.9,"1,105.6"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,20.7,22.3,9.6,4.9,57.9,"1,084.5"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,20.7,22.3,9.6,4.9,57.9,"1,084.5"
기타포괄이익,-1.3,-2.0,-7.1,0.8,3.3,327.4
총포괄이익,19.5,20.3,2.5,5.7,61.2,982.5
*주당계속사업이익,"1,708","1,833",793,403,"4,768","1,083"
*주당순이익,"1,708","1,833",793,403,"4,768","1,083"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,708","1,833",793,403,"4,768","1,083"
*(지배주주지분)주당순이익,"1,708","1,833",793,403,"4,768","1,083"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
