항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,009.2","2,000.2","1,814.1","1,714.8","1,822.1",6.3
*내수,"1,161.4",,"1,072.0","1,196.8",,
*수출,847.9,,742.1,518.0,,
매출원가,"1,638.5","1,687.9","1,544.0","1,356.9","1,431.9",5.5
매출총이익,370.7,312.3,270.1,357.8,390.2,9.0
판매비와관리비,195.6,195.7,161.6,185.4,212.6,14.7
영업이익,175.1,116.5,108.5,172.5,177.6,3.0
*기타영업손익,,,,,,
영업이익(발표기준),175.1,116.5,108.5,172.5,177.6,3.0
*[구K-IFRS]영업이익,,,,,,
금융수익,11.5,10.0,8.8,12.4,7.1,-42.9
금융원가,32.4,21.5,23.1,36.5,14.2,-61.1
기타영업외손익,-6.3,15.7,2.7,-1.2,0.9,174.5
"종속기업,공동지배기업및관계기업관련손익",,,3.8,-3.8,,
법인세비용차감전계속사업이익,147.9,120.8,100.7,143.3,171.4,19.6
법인세비용,29.7,24.5,26.9,37.4,21.2,-43.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,118.2,96.3,73.8,105.9,150.2,41.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,118.2,96.3,73.8,105.9,150.2,41.9
기타포괄이익,-2.9,-3.7,-8.0,-6.3,0.1,101.1
총포괄이익,115.3,92.5,65.7,99.6,150.3,50.9
*주당계속사업이익,198,164,125,177,252,42
*주당순이익,198,164,125,177,252,42
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,198,164,125,177,252,42
*(지배주주지분)주당순이익,198,164,125,177,252,42
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
