항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"7,623.9","8,140.1","8,751.6","8,904.6","10,972.7","16,134.0",23.2,47.0
*내수,,,"2,569.4",,,,,
*수출,,,"2,938.5",,,,,
매출원가,"5,760.5","6,390.7","6,844.2","6,845.6","8,005.6",,16.9,
매출총이익,"1,863.4","1,749.3","1,907.5","2,059.0","2,967.1","4,440.0",44.1,49.6
판매비와관리비,"1,192.5",948.8,"1,059.9","1,096.5","1,283.7",,17.1,
영업이익,670.9,800.5,847.6,962.5,"1,683.4","2,472.0",74.9,46.9
*기타영업손익,,,,,,,,
영업이익(발표기준),670.9,800.5,847.6,962.5,"1,683.4",,74.9,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,160.9,99.6,80.7,130.5,60.3,,-53.8,
금융원가,189.7,231.8,222.1,173.1,129.0,,-25.5,
기타영업외손익,-108.3,-39.4,169.6,-12.0,701.1,,"5,922.1",
"종속기업,공동지배기업및관계기업관련손익",,,,,,,,
법인세비용차감전계속사업이익,533.7,628.8,875.7,907.8,"2,315.7","2,420.0",155.1,4.5
법인세비용,122.8,269.1,201.0,139.6,491.4,,252.0,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,410.9,359.7,674.7,768.2,"1,824.2",,137.5,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,410.9,359.7,674.7,768.2,"1,824.2","2,007.0",137.5,10.0
기타포괄이익,-77.1,-203.0,38.8,119.9,408.9,,240.9,
총포괄이익,333.8,156.7,713.5,888.1,"2,233.2",,151.4,
*주당계속사업이익,"4,454","4,062","7,600","8,773","20,907",,138,
*주당순이익,"4,454","4,062","7,600","8,773","20,907",,138,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,"4,454","4,062","7,600","8,773","20,907",,138,
*(지배주주지분)주당순이익,"4,454","4,062","7,600","8,773","20,907","22,576",138,8
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
