항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,836.9","2,863.2","2,995.8","2,532.0","2,879.0",13.7
*내수,"2,796.9",,"2,967.6","2,507.0",,
*수출,40.1,,28.3,25.0,,
매출원가,"1,258.1","1,241.9","1,299.1","1,202.4","1,246.3",3.7
매출총이익,"1,578.8","1,621.3","1,696.7","1,329.6","1,632.7",22.8
판매비와관리비,"1,440.0","1,442.3","1,494.3","1,258.3","1,408.5",11.9
영업이익,138.8,179.0,202.4,71.3,224.1,214.3
*기타영업손익,,,,,,
영업이익(발표기준),138.8,179.0,202.4,71.3,224.1,214.3
*[구K-IFRS]영업이익,,,,,,
금융수익,12.4,19.8,20.9,20.2,23.7,17.0
금융원가,1.2,0.7,2.9,0.9,0.7,-26.2
기타영업외손익,1.5,-11.0,-8.1,21.9,-6.2,-128.2
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,151.6,187.1,212.4,112.5,240.9,114.2
법인세비용,26.8,37.5,46.0,22.3,48.5,117.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,124.8,149.6,166.4,90.2,192.4,113.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,124.8,149.6,166.4,90.2,192.4,113.4
기타포괄이익,0.9,-0.6,4.3,-2.2,0.1,106.5
총포괄이익,125.7,149.0,170.7,88.0,192.6,118.8
*주당계속사업이익,282,338,376,204,435,113
*주당순이익,282,338,376,204,435,113
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,282,338,376,204,435,113
*(지배주주지분)주당순이익,282,338,376,204,435,113
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
