항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,349.2","1,352.1","1,548.8","1,475.1","1,699.7",15.2
*내수,,,"1,548.8","1,475.1",,
*수출,,,,,,
매출원가,162.0,177.3,185.7,159.6,152.6,-4.3
매출총이익,"1,187.1","1,174.8","1,363.1","1,315.5","1,547.1",17.6
판매비와관리비,661.1,674.1,812.1,832.4,941.1,13.1
영업이익,526.1,500.7,551.0,483.1,605.9,25.4
*기타영업손익,,,,,,
영업이익(발표기준),526.1,500.7,551.0,483.1,605.9,25.4
*[구K-IFRS]영업이익,,,,,,
금융수익,92.1,96.0,106.1,108.2,113.0,4.4
금융원가,6.5,0.7,2.9,2.9,3.0,2.1
기타영업외손익,-3.9,-5.9,-11.5,-5.7,-8.6,-49.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,607.8,590.1,642.8,582.7,707.4,21.4
법인세비용,166.3,157.4,166.1,151.1,183.5,21.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,441.6,432.7,476.7,431.6,523.9,21.4
중단사업이익,36.9,18.2,,,,
*중단사업법인세효과,,,,,,
당기순이익,478.5,450.9,476.7,431.6,523.9,21.4
기타포괄이익,-7.7,-13.0,-7.9,-5.1,7.1,239.6
총포괄이익,470.7,437.9,468.8,426.5,531.1,24.5
*주당계속사업이익,"27,598","27,043","29,953","27,120","32,922",21
*주당순이익,"29,904","28,183","29,953","27,120","32,922",21
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"27,598","27,043","29,953","27,120","32,922",21
*(지배주주지분)주당순이익,"29,904","28,183","29,953","27,120","32,922",21
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
