항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"2,292.7","2,272.1","2,103.0","2,029.4","3,343.6",64.8
*내수,"1,715.8",,"1,563.3","1,603.2",,
*수출,576.9,,539.7,426.2,,
매출원가,"2,089.1","2,219.0","2,049.8","1,922.5","2,922.0",52.0
매출총이익,203.6,53.1,53.3,106.8,421.6,294.6
판매비와관리비,61.2,54.2,46.8,48.1,65.3,35.8
영업이익,142.4,-1.1,6.5,58.7,356.3,506.4
*기타영업손익,,,,,,
영업이익(발표기준),142.4,-1.1,6.5,58.7,356.3,506.4
*[구K-IFRS]영업이익,,,,,,
금융수익,37.6,20.5,23.8,44.7,16.8,-62.5
금융원가,70.7,62.1,78.2,86.2,66.8,-22.6
기타영업외손익,35.9,10.2,6.3,6.6,-20.4,-406.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,145.2,-32.5,-41.7,23.9,285.9,"1,096.2"
법인세비용,32.8,-6.2,-8.1,4.9,75.4,"1,426.4"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,112.5,-26.3,-33.6,19.0,210.5,"1,010.2"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,112.5,-26.3,-33.6,19.0,210.5,"1,010.2"
기타포괄이익,-1.5,-4.0,-1.2,0.5,3.9,698.3
총포괄이익,111.0,-30.3,-34.8,19.5,214.5,"1,002.3"
*주당계속사업이익,336,-79,-83,57,630,"1,005"
*주당순이익,336,-79,-83,57,630,"1,005"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,336,-79,-83,57,630,"1,005"
*(지배주주지분)주당순이익,336,-79,-83,57,630,"1,005"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
